Level,Name,School,Casting Time,Range,Area,Components,Materials,Duration,Concentration,Ritual,Attack/Save,Damage/Effect,Source,Description,URL_absolute,Primary Effect Category,Arcane Status,Divine Status,Nature Status,Elemental Status,Psionics Status
4th,Mordenkainen's Faithful Hound,Conjuration,1 Action,30 ft.,,"V, S, M",,8 Hours,,,DEX Save,Force,,"You conjure a phantom watchdog in an unoccupied space that you can see within range. The hound remains for the duration or until the two of you are more than 300 feet apart from each other.

No one but you can see the hound, and it is intangible and invulnerable. When a Small or larger creature comes within 30 feet of it without first speaking the password that you specify when you cast this spell, the hound starts barking loudly. The hound has Truesight with a range of 30 feet.

At the start of each of your turns, the hound attempts to bite one enemy within 5 feet of it. That enemy must succeed on a Dexterity saving throw or take 4d8 Force damage.

On your later turns, you can take a Magic action to move the hound up to 30 feet.",https://www.dndbeyond.com/spells/2619110-mordenkainens-faithful-hound,Summoning — Extraplanar,Hard Ban,Secondary,Hard Ban,Hard Ban,Hard Ban
4th,Otiluke's Resilient Sphere,Abjuration,1 Action,30 ft.,,"V, S, M",,1 Minute,,,DEX Save,Control (...),,"A shimmering sphere encloses a Large or smaller creature or object within range. An unwilling creature must succeed on a Dexterity saving throw or be enclosed for the duration.

Nothing—not physical objects, energy, or other spell effects—can pass through the barrier, in or out, though a creature in the sphere can breathe there. The sphere is immune to all damage, and a creature or object inside can’t be damaged by attacks or effects originating from outside, nor can a creature inside the sphere damage anything outside it.

The sphere is weightless and just large enough to contain the creature or object inside. An enclosed creature can take an action to push against the sphere’s walls and thus roll the sphere at up to half the creature’s Speed. Similarly, the globe can be picked up and moved by other creatures.

A Disintegrate spell targeting the globe destroys it without harming anything inside.",https://www.dndbeyond.com/spells/2619128-otilukes-resilient-sphere,Wards & Sanctuaries,Hard Ban,Primary,Hard Ban,Hard Ban,Hard Ban
4th,Spirit of Death,Necromancy,1 Action,60 ft.,,"V, S, M",,1 Hour,,,,Summoning,,"You call forth a spirit that embodies death. The spirit manifests in an unoccupied space you can see within range and uses the reaper spirit stat block. The spirit disappears when it is reduced to 0 hit points or when the spell ends.

The spirit is an ally to you and your companions. In combat, the spirit shares your initiative count and takes its turn immediately after yours. It obeys your verbal commands (no action required by you). If you don’t issue the spirit any commands, it takes the Dodge action and uses its movement to avoid danger.

Medium Undead, Neutral

Armor Class 11 + the level of the spell (natural armor)

Hit Points 40 + 10 for each spell level above 4th

Speed 30 ft., fly 30 ft. (hover)

STR

16 (+3)

DEX

16 (+3)

CON

16 (+3)

INT

16 (+3)

WIS

16 (+3)

CHA

16 (+3)

Damage Immunities necrotic, poison

Condition Immunities charmed , exhaustion , frightened , paralyzed , poisoned

Senses darkvision 60 ft., passive Perception 13

Languages understands the languages you speak

Challenge — Proficiency Bonus equals your bonus

Incorporeal Movement. The spirit can move through other creatures and objects as if they were difficult terrain . If it ends its turn inside an object, it is shunted to the nearest unoccupied space and takes 1d10 force damage for every 5 feet shunted.

Actions

Multiattack. The spirit makes a number of Reaping Scythe attacks equal to half the level of the spell (rounded down).

Reaping Scythe. Melee Weapon Attack: your spell attack modifier to hit (with advantage), reach 5 ft., the creature haunted by Haunt Creature. Hit: 1d8 + 3 + the spell’s level necrotic damage.

Bonus Actions

Haunt Creature. The spirit targets a creature it can see within 10 feet of itself and begins haunting it. While the target is haunted, you and the spirit sense the direction and distance to the target if it is on the same plane of existence as you. Additionally, if the target starts its turn within 10 feet of the spirit, the target must succeed on a Wisdom saving throw against your spell save DC or have the frightened condition until the start of the target’s next turn. The target remains haunted until it dies, the spirit disappears, or the spirit uses this action again.

At Higher Levels. When you cast this spell using a spell slot of 5th level or higher, use the higher level wherever the spell’s level appears in the reaper spirit stat block.",https://www.dndbeyond.com/spells/2158657-spirit-of-death,Summoning — Extraplanar,Hard Ban,Secondary,Hard Ban,Hard Ban,Hard Ban
4th,Staggering Smite,Enchantment,1 Bonus Action *,,,V,,Instantaneous,,,WIS Save,Psychic,,"The target takes an extra 4d6 Psychic damage from the attack, and the target must succeed on a Wisdom saving throw or have the Stunned condition until the end of your next turn.

Using a Higher-Level Spell Slot. The extra damage increases by 1d6 for each spell slot level above 4.",https://www.dndbeyond.com/spells/2619084-staggering-smite,Conditions & Debuffs,Hard Ban,Primary,Hard Ban,Hard Ban,Secondary
4th,Summon Aberration,Conjuration,1 Action,90 ft.,,"V, S, M",,1 Hour,,,,Summoning,,"You call forth an aberrant spirit. It manifests in an unoccupied space that you can see within range and uses the Aberrant Spirit stat block. When you cast the spell, choose Beholderkin, Mind Flayer, or Slaad. The creature resembles an Aberration of that kind, which determines certain details in its stat block. The creature disappears when it drops to 0 Hit Points or when the spell ends.

The creature is an ally to you and your allies. In combat, it shares your Initiative count, but it takes its turn immediately after yours. It obeys your verbal commands (no action required by you). If you don’t issue any, it takes the Dodge action and uses its movement to avoid danger.

Using a Higher-Level Spell Slot. Use the spell slot’s level for the spell’s level in the stat block.

Medium Aberration, Neutral

AC 11 + the spell’s level

HP 40 + 10 for each spell level above 4

Speed 30 ft.; Fly 30 ft. (hover; Beholderkin only)

Immunities Psychic

Senses Darkvision 60 ft.; Passive Perception 10

Languages Deep Speech, understands the languages you know

CR None (XP 0; PB equals your Proficiency Bonus)

Traits

Regeneration (Slaad Only). The spirit regains 5 Hit Points at the start of its turn if it has at least 1 Hit Point.

Whispering Aura (Mind Flayer Only). At the start of each of the spirit’s turns, the spirit emits psionic energy if it doesn’t have the Incapacitated condition. Wisdom Saving Throw: DC equals your spell save DC, each creature (other than you) within 5 feet of the spirit. Failure: 2d6 Psychic damage.

Actions

Multiattack. The spirit makes a number of attacks equal to half this spell’s level (round down).

Claw (Slaad Only). Melee Attack Roll: Bonus equals your spell attack modifier, reach 5 ft. Hit: 1d10 + 3 + the spell’s level Slashing damage, and the target can’t regain Hit Points until the start of the spirit’s next turn.

Eye Ray (Beholderkin Only). Ranged Attack Roll: Bonus equals your spell attack modifier, range 150 ft. Hit: 1d8 + 3 + the spell’s level Psychic damage.

Psychic Slam (Mind Flayer Only). Melee Attack Roll: Bonus equals your spell attack modifier, reach 5 ft. Hit: 1d8 + 3 + the spell’s level Psychic damage.",https://www.dndbeyond.com/spells/2619105-summon-aberration,Summoning — Extraplanar,Hard Ban,Secondary,Hard Ban,Hard Ban,Hard Ban
4th,Summon Greater Demon,Conjuration,1 Action,60 ft.,,"V, S, M",,1 Hour,,,,Summoning,,"You utter foul words, summoning one demon from the chaos of the Abyss. You choose the demon’s type, which must be one of challenge rating 5 or lower, such as a shadow demon or a barlgura . The demon appears in an unoccupied space you can see within range, and the demon disappears when it drops to 0 hit points or when the spell ends.

Roll initiative for the demon, which has its own turns. When you summon it and on each of your turns thereafter, you can issue a verbal command to it (requiring no action on your part), telling it what it must do on its next turn. If you issue no command, it spends its turn attacking any creature within reach that has attacked it.

At the end of each of the demon’s turns, it makes a Charisma saving throw. The demon has disadvantage on this saving throw if you say its true name. On a failed save, the demon continues to obey you. On a successful save, your control of the demon ends for the rest of the duration, and the demon spends its turns pursuing and attacking the nearest non-demons to the best of its ability. If you stop concentrating on the spell before it reaches its full duration, an uncontrolled demon doesn’t disappear for 1d6 rounds if it still has hit points.

As part of casting the spell, you can form a circle on the ground with the blood used as a material component. The circle is large enough to encompass your space. While the spell lasts, the summoned demon can’t cross the circle or harm it, and it can’t target anyone within it. Using the material component in this manner consumes it when the spell ends.

At Higher Levels. When you cast this spell using a spell slot of 5th level or higher, the challenge rating increases by 1 for each slot level above 4th.",https://www.dndbeyond.com/spells/14603-summon-greater-demon,Summoning — Extraplanar,Hard Ban,Secondary,Hard Ban,Hard Ban,Hard Ban
4th,Watery Sphere,Conjuration,1 Action,90 ft.,(5 ft. ),"V, S, M",,1 Minute,,,STR Save,Restrained (...),,"You conjure up a sphere of water with a 5-foot radius at a point you can see within range. The sphere can hover but no more than 10 feet off the ground. The sphere remains for the spell’s duration.

Any creature in the sphere’s space must make a Strength saving throw. On a successful save, a creature is ejected from that space to the nearest unoccupied space of the creature’s choice outside the sphere. A Huge or larger creature succeeds on the saving throw automatically, and a Large or smaller creature can choose to fail it. On a failed save, a creature is restrained by the sphere and is engulfed by the water. At the end of each of its turns, a restrained target can repeat the saving throw, ending the effect on itself on a success.

The sphere can restrain as many as four Medium or smaller creatures or one Large creature. If the sphere restrains a creature that causes it to exceed this capacity, a random creature that was already restrained by the sphere falls out of it and lands prone in a space within 5 feet of it.

As an action, you can move the sphere up to 30 feet in a straight line. If it moves over a pit, a cliff, or other drop-off, it safely descends until it is hovering 10 feet above the ground. Any creature restrained by the sphere moves with it. You can ram the sphere into creatures, forcing them to make the saving throw.

When the spell ends, the sphere falls to the ground and extinguishes all normal flames within 30 feet of it. Any creature restrained by the sphere is knocked prone in the space where it falls. The water then vanishes.",https://www.dndbeyond.com/spells/2408-watery-sphere,Conditions & Debuffs,Hard Ban,Primary,Hard Ban,Hard Ban,Secondary
5th,Antilife Shell,Abjuration,1 Action,,(10 ft. *),"V, S",,1 Hour,,,,Control (...),,"An aura extends from you in a 10-foot Emanation for the duration. The aura prevents creatures other than Constructs and Undead from passing or reaching through it. An affected creature can cast spells or make attacks with Ranged or Reach weapons through the barrier.

If you move so that an affected creature is forced to pass through the barrier, the spell ends.",https://www.dndbeyond.com/spells/2618856-antilife-shell,Wards & Sanctuaries,Hard Ban,Primary,Hard Ban,Hard Ban,Hard Ban
5th,Circle of Power,Abjuration,1 Action,,(30 ft. ),V,,10 Minutes,,,,Buff (...),,"An aura radiates from you in a 30-foot Emanation for the duration. While in the aura, you and your allies have Advantage on saving throws against spells and other magical effects. When an affected creature makes a saving throw against a spell or magical effect that allows a save to take only half damage, it takes no damage if it succeeds on the save.",https://www.dndbeyond.com/spells/2618970-circle-of-power,Wards & Sanctuaries,Hard Ban,Primary,Hard Ban,Hard Ban,Hard Ban
5th,Commune,Divination,1 Minute,,,"V, S, M",,1 Minute,,,,Foreknowledge,,"You contact a deity or a divine proxy and ask up to three questions that can be answered with yes or no. You must ask your questions before the spell ends. You receive a correct answer for each question.

Divine beings aren’t necessarily omniscient, so you might receive “unclear” as an answer if a question pertains to information that lies beyond the deity’s knowledge. In a case where a one-word answer could be misleading or contrary to the deity’s interests, the DM might offer a short phrase as an answer instead.

If you cast the spell more than once before finishing a Long Rest, there is a cumulative 25 percent chance for each casting after the first that you get no answer.",https://www.dndbeyond.com/spells/2618987-commune,Divination — Omens & Revelation,Hard Ban,Exclusive,Hard Ban,Hard Ban,Hard Ban
5th,Contact Other Plane,Divination,1 Minute,,,V,,1 Minute,,,,Communication (...),,"You mentally contact a demigod, the spirit of a long-dead sage, or some other knowledgeable entity from another plane. Contacting this otherworldly intelligence can break your mind. When you cast this spell, make a DC 15 Intelligence saving throw. On a successful save, you can ask the entity up to five questions. You must ask your questions before the spell ends. The DM answers each question with one word, such as “yes,” “no,” “maybe,” “never,” “irrelevant,” or “unclear” (if the entity doesn’t know the answer to the question). If a one-word answer would be misleading, the DM might instead offer a short phrase as an answer.

On a failed save, you take 6d6 Psychic damage and have the Incapacitated condition until you finish a Long Rest. A Greater Restoration spell cast on you ends this effect.",https://www.dndbeyond.com/spells/2619052-contact-other-plane,Communication & Language,Hard Ban,Secondary,Hard Ban,Hard Ban,Exclusive
5th,Contagion,Necromancy,1 Action,,,"V, S",,7 Days,,,CON Save,Necrotic,,"Your touch inflicts a magical contagion. The target must succeed on a Constitution saving throw or take 11d8 Necrotic damage and have the Poisoned condition. Also, choose one ability when you cast the spell. While Poisoned, the target has Disadvantage on saving throws made with the chosen ability.

The target must repeat the saving throw at the end of each of its turns until it gets three successes or failures. If the target succeeds on three of these saves, the spell ends on the target. If the target fails three of the saves, the spell lasts for 7 days on it.

Whenever the Poisoned target receives an effect that would end the Poisoned condition, the target must succeed on a Constitution saving throw, or the Poisoned condition doesn’t end on it.",https://www.dndbeyond.com/spells/2619063-contagion,Curses & Hexes,Hard Ban,Primary,Hard Ban,Hard Ban,Hard Ban
5th,Dispel Evil and Good,Abjuration,1 Action,,,"V, S, M",,1 Minute,,,CHA Save,Charmed (...),,"For the duration, Celestials, Elementals, Fey, Fiends, and Undead have Disadvantage on attack rolls against you. You can end the spell early by using either of the following special functions.

Break Enchantment. As a Magic action, you touch a creature that is possessed by or has the Charmed or Frightened condition from one or more creatures of the types above. The target is no longer possessed, Charmed, or Frightened by such creatures.

Dismissal. As a Magic action, you target one creature you can see within 5 feet of you that has one of the creature types above. The target must succeed on a Charisma saving throw or be sent back to its home plane if it isn’t there already. If they aren’t on their home plane, Undead are sent to the Shadowfell, and Fey are sent to the Feywild.",https://www.dndbeyond.com/spells/2619096-dispel-evil-and-good,Wards & Sanctuaries,Hard Ban,Primary,Hard Ban,Hard Ban,Hard Ban
5th,Enervation,Necromancy,1 Action,60 ft.,,"V, S",,1 Minute,,,DEX Save,Necrotic,,"A tendril of inky darkness reaches out from you, touching a creature you can see within range to drain life from it. The target must make a Dexterity saving throw. On a successful save, the target takes 2d8 necrotic damage, and the spell ends. On a failed save, the target takes 4d8 necrotic damage, and until the spell ends, you can use your action on each of your turns to automatically deal 4d8 necrotic damage to the target. The spell ends if you use your action to do anything else, if the target is ever outside the spell’s range, or if the target has total cover from you.

Whenever the spell deals damage to a target, you regain hit points equal to half the amount of necrotic damage the target takes.

At Higher Levels. When you cast this spell using a spell slot of 6th level or higher, the damage increases by 1d8 for each slot level above 5th.",https://www.dndbeyond.com/spells/14869-enervation,Healing & Restoration,Hard Ban,Primary,Hard Ban,Primary,Hard Ban
5th,Geas,Enchantment,1 Minute,60 ft.,,V,,30 Days,,,WIS Save,Psychic,,"You give a verbal command to a creature that you can see within range, ordering it to carry out some service or refrain from an action or a course of activity as you decide. The target must succeed on a Wisdom saving throw or have the Charmed condition for the duration. The target automatically succeeds if it can’t understand your command.

While Charmed, the creature takes 5d10 Psychic damage if it acts in a manner directly counter to your command. It takes this damage no more than once each day.

You can issue any command you choose, short of an activity that would result in certain death. Should you issue a suicidal command, the spell ends.

A Remove Curse , Greater Restoration , or Wish spell ends this spell.

Using a Higher-Level Spell Slot. If you use a level 7 or 8 spell slot, the duration is 365 days. If you use a level 9 spell slot, the spell lasts until it is ended by one of the spells mentioned above.",https://www.dndbeyond.com/spells/2618940-geas,Curses & Hexes,Hard Ban,Primary,Hard Ban,Hard Ban,Hard Ban
5th,Greater Restoration,Abjuration,1 Action,,,"V, S, M",,Instantaneous,,,,Exhaustion,,"You touch a creature and magically remove one of the following effects from it:

1 Exhaustion level

The Charmed or Petrified condition

A curse, including the target’s Attunement to a cursed magic item

Any reduction to one of the target’s ability scores

Any reduction to the target’s Hit Point maximum",https://www.dndbeyond.com/spells/2618961-greater-restoration,Healing & Restoration,Hard Ban,Primary,Hard Ban,Primary,Hard Ban
5th,Hallow,Abjuration,24 Hours,,,"V, S, M",,Until Dispelled,,,,Buff (...),,"You touch a point and infuse an area around it with holy or unholy power. The area can have a radius up to 60 feet, and the spell fails if the radius includes an area already under the effect of Hallow . The affected area has the following effects.

Hallowed Ward. Choose any of these creature types: Aberration, Celestial, Elemental, Fey, Fiend, or Undead. Creatures of the chosen types can’t willingly enter the area, and any creature that is possessed by or that has the Charmed or Frightened condition from such creatures isn’t possessed, Charmed, or Frightened by them while in the area.

Extra Effect. You bind an extra effect to the area from the list below:

Courage. Creatures of any types you choose can’t gain the Frightened condition while in the area.

Darkness. Darkness fills the area. Normal light, as well as magical light created by spells of a level lower than this spell, can’t illuminate the area.

Daylight. Bright light fills the area. Magical Darkness created by spells of a level lower than this spell can’t extinguish the light.

Peaceful Rest. Dead bodies interred in the area can’t be turned into Undead.

Extradimensional Interference. Creatures of any types you choose can’t enter or exit the area using teleportation or interplanar travel.

Fear. Creatures of any types you choose have the Frightened condition while in the area.

Resistance. Creatures of any types you choose have Resistance to one damage type of your choice while in the area.

Silence. No sound can emanate from within the area, and no sound can reach into it.

Tongues. Creatures of any types you choose can communicate with any other creature in the area even if they don’t share a common language.

Vulnerability. Creatures of any types you choose have Vulnerability to one damage type of your choice while in the area.",https://www.dndbeyond.com/spells/2619138-hallow,Wards & Sanctuaries,Hard Ban,Primary,Hard Ban,Hard Ban,Hard Ban
5th,Hold Monster,Enchantment,1 Action,90 ft.,,"V, S, M",,1 Minute,,,WIS Save,Paralyzed,,"Choose a creature that you can see within range. The target must succeed on a Wisdom saving throw or have the Paralyzed condition for the duration. At the end of each of its turns, the target repeats the save, ending the spell on itself on a success.

Using a Higher-Level Spell Slot. You can target one additional creature for each spell slot level above 5.",https://www.dndbeyond.com/spells/2619152-hold-monster,Conditions & Debuffs,Hard Ban,Primary,Hard Ban,Hard Ban,Secondary
5th,Infernal Calling,Conjuration,1 Minute,90 ft.,,"V, S, M",,1 Hour,,,,Control (...),,"Uttering a dark incantation, you summon a devil from the Nine Hells. You choose the devil’s type, which must be one of challenge rating 6 or lower, such as a barbed devil or a bearded devil . The devil appears in an unoccupied space that you can see within range. The devil disappears when it drops to 0 hit points or when the spell ends.

The devil is unfriendly toward you and your companions. Roll initiative for the devil, which has its own turns. It is under the Dungeon Master’s control and acts according to its nature on each of its turns, which might result in its attacking you if it thinks it can prevail, or trying to tempt you to undertake an evil act in exchange for limited service. The DM has the creature’s statistics.

On each of your turns, you can try to issue a verbal command to the devil (no action required by you). It obeys the command if the likely outcome is in accordance with its desires, especially if the result would draw you toward evil. Otherwise, you must make a Charisma ( Deception , Intimidation , or Persuasion ) check contested by its Wisdom ( Insight ) check. You make the check with advantage if you say the devil’s true name. If your check fails, the devil becomes immune to your verbal commands for the duration of the spell, though it can still carry out your commands if it chooses. If your check succeeds, the devil carries out your command — such as “attack my enemies,” “explore the room ahead,” or “bear this message to the queen” — until it completes the activity, at which point it returns to you to report having done so.

If your concentration ends before the spell reaches its full duration, the devil doesn’t disappear if it has become immune to your verbal commands. Instead, it acts in whatever manner it chooses for 3d6 minutes, and then it disappears.

If you possess an individual devil’s talisman, you can summon that devil if it is of the appropriate challenge rating plus 1, and it obeys all your commands, with no Charisma checks required.

At Higher Levels. When you cast this spell using a spell slot of 6th level or higher, the challenge rating increases by 1 for each slot level above 5th.",https://www.dndbeyond.com/spells/14877-infernal-calling,Summoning — Extraplanar,Hard Ban,Secondary,Hard Ban,Hard Ban,Hard Ban
5th,Legend Lore,Divination,10 Minutes,,,"V, S, M",,Instantaneous,,,,Utility,,"Name or describe a famous person, place, or object. The spell brings to your mind a brief summary of the significant lore about that famous thing, as described by the DM.

The lore might consist of important details, amusing revelations, or even secret lore that has never been widely known. The more information you already know about the thing, the more precise and detailed the information you receive is. That information is accurate but might be couched in figurative language or poetry, as determined by the DM.

If the famous thing you chose isn’t actually famous, you hear sad musical notes played on a trombone, and the spell fails.",https://www.dndbeyond.com/spells/2619010-legend-lore,Divination — Omens & Revelation,Hard Ban,Exclusive,Hard Ban,Hard Ban,Hard Ban
5th,Mass Cure Wounds,Abjuration,1 Action,60 ft.,(30 ft. ),"V, S",,Instantaneous,,,,Healing,,"A wave of healing energy washes out from a point you can see within range. Choose up to six creatures in a 30-foot-radius Sphere centered on that point. Each target regains Hit Points equal to 5d8 plus your spellcasting ability modifier.

Using a Higher-Level Spell Slot. The healing increases by 1d8 for each spell slot level above 5.",https://www.dndbeyond.com/spells/2619026-mass-cure-wounds,Healing & Restoration,Hard Ban,Primary,Hard Ban,Primary,Hard Ban
5th,Planar Binding,Abjuration,1 Hour,60 ft.,,"V, S, M",,24 Hours,,,CHA Save,Control,,"You attempt to bind a Celestial, an Elemental, a Fey, or a Fiend to your service. The creature must be within range for the entire casting of the spell. (Typically, the creature is first summoned into the center of the inverted version of the Magic Circle spell to trap it while this spell is cast.) At the completion of the casting, the target must succeed on a Charisma saving throw or be bound to serve you for the duration. If the creature was summoned or created by another spell, that spell’s duration is extended to match the duration of this spell.

A bound creature must follow your commands to the best of its ability. You might command the creature to accompany you on an adventure, to guard a location, or to deliver a message. If the creature is Hostile , it strives to twist your commands to achieve its own objectives. If the creature carries out your commands completely before the spell ends, it travels to you to report this fact if you are on the same plane of existence. If you are on a different plane, it returns to the place where you bound it and remains there until the spell ends.

Using a Higher-Level Spell Slot. The duration increases with a spell slot of level 6 (10 days), 7 (30 days), 8 (180 days), and 9 (366 days).",https://www.dndbeyond.com/spells/2618864-planar-binding,Wards & Sanctuaries,Hard Ban,Primary,Hard Ban,Hard Ban,Hard Ban
5th,Raise Dead,Necromancy,1 Hour,,,"V, S, M",,Instantaneous,,,,Healing,,"With a touch, you revive a dead creature if it has been dead no longer than 10 days and it wasn’t Undead when it died.

The creature returns to life with 1 Hit Point. This spell also neutralizes any poisons that affected the creature at the time of death.

This spell closes all mortal wounds, but it doesn’t restore missing body parts. If the creature is lacking body parts or organs integral for its survival—its head, for instance—the spell automatically fails.

Coming back from the dead is an ordeal. The target takes a −4 penalty to D20 Tests . Every time the target finishes a Long Rest, the penalty is reduced by 1 until it becomes 0.",https://www.dndbeyond.com/spells/2618922-raise-dead,Resurrection,Hard Ban,Exclusive,Hard Ban,Hard Ban,Hard Ban
5th,Rary's Telepathic Bond,Divination,1 Action,30 ft.,,"V, S, M",,1 Hour,,,,Communication,,"You forge a telepathic link among up to eight willing creatures of your choice within range, psychically linking each creature to all the others for the duration. Creatures that can’t communicate in any languages aren’t affected by this spell.

Until the spell ends, the targets can communicate telepathically through the bond whether or not they share a language. The communication is possible over any distance, though it can’t extend to other planes of existence.",https://www.dndbeyond.com/spells/2618925-rarys-telepathic-bond,Communication & Language,Hard Ban,Secondary,Hard Ban,Hard Ban,Exclusive
5th,Reincarnate,Necromancy,1 Hour,,,"V, S, M",,Instantaneous,,,,Healing,,"You touch a dead Humanoid or a piece of one. If the creature has been dead no longer than 10 days, the spell forms a new body for it and calls the soul to enter that body. Roll 1d10 and consult the table below to determine the body’s species, or the DM chooses another playable species.

The reincarnated creature makes any choices that a species’ description offers, and the creature recalls its former life. It retains the capabilities it had in its original form, except it loses the traits of its previous species and gains the traits of its new one.",https://www.dndbeyond.com/spells/2618941-reincarnate,Resurrection,Hard Ban,Exclusive,Hard Ban,Hard Ban,Hard Ban
5th,Skill Empowerment,Transmutation,1 Action,,,"V, S",,1 Hour,,,,Buff (...),,"Your magic deepens a creature’s understanding of its own talent. You touch one willing creature and give it expertise in one skill of your choice; until the spell ends, the creature doubles its proficiency bonus for ability checks it makes that use the chosen skill.

You must choose a skill in which the target is proficient and that isn’t already benefiting from an effect, such as Expertise, that doubles its proficiency bonus.",https://www.dndbeyond.com/spells/14599-skill-empowerment,Conditions & Debuffs,Hard Ban,Primary,Hard Ban,Hard Ban,Secondary
5th,Summon Celestial,Conjuration,1 Action,90 ft.,,"V, S, M",,1 Hour,,,,Summoning,,"You call forth a Celestial spirit. It manifests in an angelic form in an unoccupied space that you can see within range and uses the Celestial Spirit stat block. When you cast the spell, choose Avenger or Defender. Your choice determines certain details in its stat block. The creature disappears when it drops to 0 Hit Points or when the spell ends.

The creature is an ally to you and your allies. In combat, the creature shares your Initiative count, but it takes its turn immediately after yours. It obeys your verbal commands (no action required by you). If you don’t issue any, it takes the Dodge action and uses its movement to avoid danger.

Using a Higher-Level Spell Slot. Use the spell slot’s level for the spell’s level in the stat block.

Large Celestial, Neutral

AC 11 + the spell’s level + 2 (Defender only)

HP 40 + 10 for each spell level above 5

Speed 30 ft., Fly 40 ft.

Resistances Radiant

Immunities Charmed , Frightened

Senses Darkvision 60 ft.; Passive Perception 12

Languages Celestial, understands the languages you know

CR None (XP 0; PB equals your Proficiency Bonus)

Actions

Multiattack. The spirit makes a number of attacks equal to half this spell’s level (round down).

Radiant Bow (Avenger Only). Ranged Attack Roll : Bonus equals your spell attack modifier, range 600 ft. Hit: 2d6 + 2 + the spell’s level Radiant damage.

Radiant Mace (Defender Only). Melee Attack Roll: Bonus equals your spell attack modifier, reach 5 ft. Hit: 1d10 + 3 + the spell’s level Radiant damage, and the spirit can choose itself or another creature it can see within 10 feet of the target. The chosen creature gains 1d10 Temporary Hit Points .

Healing Touch (1/Day). The spirit touches another creature. The target regains Hit Points equal to 2d8 + the spell’s level.",https://www.dndbeyond.com/spells/2619108-summon-celestial,Summoning — Extraplanar,Hard Ban,Secondary,Hard Ban,Hard Ban,Hard Ban
5th,Summon Draconic Spirit,Conjuration,1 Action,60 ft.,,"V, S, M",,1 Hour,,,,Summoning,,,https://www.dndbeyond.com/spells/1183868-summon-draconic-spirit,Summoning — Extraplanar,Hard Ban,Secondary,Hard Ban,Hard Ban,Hard Ban
5th,Summon Dragon,Conjuration,1 Action,60 ft.,,"V, S, M",,1 Hour,,,,,,"You call forth a Dragon spirit. It manifests in an unoccupied space that you can see within range and uses the Draconic Spirit stat block. The creature disappears when it drops to 0 Hit Points or when the spell ends.

The creature is an ally to you and your allies. In combat, the creature shares your Initiative count, but it takes its turn immediately after yours. It obeys your verbal commands (no action required by you). If you don’t issue any, it takes the Dodge action and uses its movement to avoid danger.

Using a Higher-Level Spell Slot. Use the spell slot’s level for the spell’s level in the stat block.

Large Dragon, Neutral

AC 14 + the spell’s level

HP 50 + 10 for each spell level above 5

Speed 30 ft., Fly 60 ft., Swim 30 ft.

Resistances Acid, Cold, Fire, Lightning, Poison

Immunities Charmed , Frightened , Poisoned

Senses Blindsight 30 ft., Darkvision 60 ft.; Passive Perception 12

Languages Draconic, understands the languages you know

CR None (XP 0; PB equals your Proficiency Bonus)

Traits

Shared Resistances. When you summon the spirit, choose one of its Resistances. You have Resistance to the chosen damage type until the spell ends.

Actions

Multiattack. The spirit makes a number of Rend attacks equal to half the spell’s level (round down), and it uses Breath Weapon.

Rend. Melee Attack Roll: Bonus equals your spell attack modifier, reach 10 feet. Hit: 1d6 + 4 + the spell’s level Piercing damage.

Breath Weapon. Dexterity Saving Throw: DC equals your spell save DC, each creature in a 30-foot Cone . Failure: 2d6 damage of a type this spirit has Resistance to (your choice when you cast the spell). Success: Half damage.",https://www.dndbeyond.com/spells/2618843-summon-dragon,Summoning — Extraplanar,Hard Ban,Secondary,Hard Ban,Hard Ban,Hard Ban
5th,Yolande's Regal Presence,Enchantment,1 Action,,(10 ft. ),"V, S, M",,1 Minute,,,WIS Save,Psychic,,"You surround yourself with unearthly majesty in a 10-foot Emanation. Whenever the Emanation enters the space of a creature you can see and whenever a creature you can see enters the Emanation or ends its turn there, you can force that creature to make a Wisdom saving throw. On a failed save, the target takes 4d6 Psychic damage and has the Prone condition, and you can push it up to 10 feet away. On a successful save, the target takes half as much damage only. A creature makes this save only once per turn.",https://www.dndbeyond.com/spells/2618842-yolandes-regal-presence,Conditions & Debuffs,Hard Ban,Primary,Hard Ban,Hard Ban,Secondary
6th,Contingency,Abjuration,10 Minutes,,,"V, S, M",,10 Days,,,,Utility,,"Choose a spell of level 5 or lower that you can cast, that has a casting time of an action, and that can target you. You cast that spell—called the contingent spell—as part of casting Contingency , expending spell slots for both, but the contingent spell doesn’t come into effect. Instead, it takes effect when a certain trigger occurs. You describe that trigger when you cast the two spells. For example, a Contingency cast with Water Breathing might stipulate that Water Breathing comes into effect when you are engulfed in water or a similar liquid.

The contingent spell takes effect immediately after the trigger occurs for the first time, whether or not you want it to, and then Contingency ends.

The contingent spell takes effect only on you, even if it can normally target others. You can use only one Contingency spell at a time. If you cast this spell again, the effect of another Contingency spell on you ends. Also, Contingency ends on you if its material component is ever not on your person.",https://www.dndbeyond.com/spells/2619053-contingency,Wards & Sanctuaries,Hard Ban,Primary,Hard Ban,Hard Ban,Hard Ban
