Level,Name,School,Casting Time,Range,Area,Components,Materials,Duration,Concentration,Ritual,Attack/Save,Damage/Effect,Source,Description,URL_absolute,Primary Effect Category,Arcane Status,Divine Status,Nature Status,Elemental Status,Psionics Status
4th,Summon Construct,Conjuration,1 Action,90 ft.,,"V, S, M",,1 Hour,,,,Summoning,,"You call forth the spirit of a Construct. It manifests in an unoccupied space that you can see within range and uses the Construct Spirit stat block. When you cast the spell, choose a material: Clay, Metal, or Stone. The creature resembles an animate statue (you determine the appearance) made of the chosen material, which determines certain details in its stat block. The creature disappears when it drops to 0 Hit Points or when the spell ends.

The creature is an ally to you and your allies. In combat, the creature shares your Initiative count, but it takes its turn immediately after yours. It obeys your verbal commands (no action required by you). If you don’t issue any, it takes the Dodge action and uses its movement to avoid danger.

Using a Higher-Level Spell Slot. Use the spell slot’s level for the spell’s level in the stat block.

Medium Construct, Neutral

AC 13 + the spell’s level

HP 40 + 15 for each spell level above 4

Speed 30 ft.

Resistances Poison

Immunities Charmed , Exhaustion , Frightened , Paralyzed , Poisoned

Senses Darkvision 60 ft.; Passive Perception 10

Languages Understands the languages you know

CR None (XP 0; PB equals your Proficiency Bonus)

Traits

Heated Body (Metal Only). A creature that hits the spirit with a melee attack or that starts its turn in a grapple with the spirit takes 1d10 Fire damage.

Stony Lethargy (Stone Only). When a creature starts its turn within 10 feet of the spirit, the spirit can target it with magical energy if the spirit can see it. Wisdom Saving Throw: DC equals your spell save DC, the target. Failure: Until the start of its next turn, the target can’t make Opportunity Attacks , and its Speed is halved.

Actions

Multiattack. The spirit makes a number of Slam attacks equal to half this spell’s level (round down).

Slam. Melee Attack Roll: Bonus equals your spell attack modifier, reach 5 ft. Hit: 1d8 + 4 + the spell’s level Bludgeoning damage.

Reactions

Berserk Lashing (Clay Only). Trigger: The spirit takes damage from a creature. Response: The spirit makes a Slam attack against that creature if possible, or the spirit moves up to half its Speed toward that creature without provoking Opportunity Attacks .",https://www.dndbeyond.com/spells/2619111-summon-construct,Constructs / Artifice,Exclusive,Hard Ban,Hard Ban,Hard Ban,Hard Ban
5th,Animate Objects,Transmutation,1 Action,120 ft.,,"V, S",,1 Minute,,,,Creation (...),,"Objects animate at your command. Choose a number of nonmagical objects within range that aren’t being worn or carried, aren’t fixed to a surface, and aren’t Gargantuan. The maximum number of objects is equal to your spellcasting ability modifier; for this number, a Medium or smaller target counts as one object, a Large target counts as two, and a Huge target counts as three.

Each target animates, sprouts legs, and becomes a Construct that uses the Animated Object stat block; this creature is under your control until the spell ends or until it is reduced to 0 Hit Points. Each creature you make with this spell is an ally to you and your allies. In combat, it shares your Initiative count and takes its turn immediately after yours.

Until the spell ends, you can take a Bonus Action to mentally command any creature you made with this spell if the creature is within 500 feet of you (if you control multiple creatures, you can command any of them at the same time, issuing the same command to each one). If you issue no commands, the creature takes the Dodge action and moves only to avoid harm. When the creature drops to 0 Hit Points, it reverts to its object form, and any remaining damage carries over to that form.

Using a Higher-Level Spell Slot. The creature’s Slam damage increases by 1d4 (Medium or smaller), 1d6 (Large), or 1d12 (Huge) for each spell slot level above 5.

Huge or Smaller Construct, Unaligned

AC 15

HP 10 (Medium or smaller), 20 (Large), 40 (Huge)

Speed 30 ft.

Immunities Poison, Psychic; Charmed , Exhaustion , Frightened , Paralyzed , Poisoned

Senses Blindsight 30 ft.; Passive Perception 6

Languages Understands the languages you know

CR None (XP 0; PB equals your Proficiency Bonus)

Actions

Slam. Melee Attack Roll: Bonus equals your spell attack modifier, reach 5 ft. Hit: Force damage equal to 1d4 + 3 (Medium or smaller), 2d6 + 3 + your spellcasting ability modifier (Large), or 2d12 + 3 + your spellcasting ability modifier (Huge).",https://www.dndbeyond.com/spells/2618855-animate-objects,Constructs / Artifice,Exclusive,Hard Ban,Hard Ban,Hard Ban,Hard Ban
5th,Banishing Smite,Conjuration,1 Bonus Action *,,,V,,1 Minute,,,CHA Save,Force,,"The target hit by the attack roll takes an extra 5d10 Force damage from the attack. If the attack reduces the target to 50 Hit Points or fewer, the target must succeed on a Charisma saving throw or be transported to a harmless demiplane for the duration. While there, the target has the Incapacitated condition. When the spell ends, the target reappears in the space it left or in the nearest unoccupied space if that space is occupied.",https://www.dndbeyond.com/spells/2618904-banishing-smite,Teleportation & Spatial Bending,Primary,Hard Ban,Hard Ban,Hard Ban,Hard Ban
5th,Bigby's Hand,Evocation,1 Action,120 ft.,,"V, S, M",,1 Minute,,,,Force (...),,"You create a Large hand of shimmering magical energy in an unoccupied space that you can see within range. The hand lasts for the duration, and it moves at your command, mimicking the movements of your own hand.

The hand is an object that has AC 20 and Hit Points equal to your Hit Point maximum. If it drops to 0 Hit Points, the spell ends. The hand doesn’t occupy its space.

When you cast the spell and as a Bonus Action on your later turns, you can move the hand up to 60 feet and then cause one of the following effects:

Clenched Fist. The hand strikes a target within 5 feet of it. Make a melee spell attack. On a hit, the target takes 5d8 Force damage.

Forceful Hand. The hand attempts to push a Huge or smaller creature within 5 feet of it. The target must succeed on a Strength saving throw, or the hand pushes the target up to 5 feet plus a number of feet equal to five times your spellcasting ability modifier. The hand moves with the target, remaining within 5 feet of it.

Grasping Hand. The hand attempts to grapple a Huge or smaller creature within 5 feet of it. The target must succeed on a Dexterity saving throw, or the target has the Grappled condition, with an escape DC equal to your spell save DC. While the hand grapples the target, you can take a Bonus Action to cause the hand to crush it, dealing Bludgeoning damage to the target equal to 4d6 plus your spellcasting ability modifier.

Interposing Hand. The hand grants you Half Cover against attacks and other effects that originate from its space or that pass through it. In addition, its space counts as Difficult Terrain for your enemies.

Using a Higher-Level Spell Slot. The damage of the Clenched Fist increases by 2d8 and the damage of the Grasping Hand increases by 2d6 for each spell slot level above 5.",https://www.dndbeyond.com/spells/2618928-bigbys-hand,Force Manipulation,Primary,Hard Ban,Hard Ban,Secondary,Primary
5th,Conjure Volley,Conjuration,1 Action,150 ft.,(40 ft. *),"V, S, M",,Instantaneous,,,DEX Save,Force,,"You brandish the weapon used to cast the spell and choose a point within range. Hundreds of similar spectral weapons (or ammunition appropriate to the weapon) fall in a volley and then disappear. Each creature of your choice that you can see in a 40-foot-radius, 20-foot-high Cylinder centered on that point makes a Dexterity saving throw. A creature takes 8d8 Force damage on a failed save or half as much damage on a successful one.",https://www.dndbeyond.com/spells/2619050-conjure-volley,Force Manipulation,Primary,Hard Ban,Hard Ban,Secondary,Primary
5th,Create Spelljamming Helm,Transmutation,1 Action,,,"V, S, M",,Instantaneous,,,,Creation,,,https://www.dndbeyond.com/spells/1585026-create-spelljamming-helm,Constructs / Artifice,Exclusive,Hard Ban,Hard Ban,Hard Ban,Hard Ban
5th,Creation,Illusion,1 Minute,30 ft.,(5 ft. ),"V, S, M",,Special,,,,Creation,,"You pull wisps of shadow material from the Shadowfell to create an object within range. It is either an object of vegetable matter (soft goods, rope, wood, and the like) or mineral matter (stone, crystal, metal, and the like). The object must be no larger than a 5-foot Cube , and the object must be of a form and material that you have seen.

The spell’s duration depends on the object’s material, as shown in the Materials table. If the object is composed of multiple materials, use the shortest duration. Using any object created by this spell as another spell’s Material component causes the other spell to fail.

Using a Higher-Level Spell Slot. The Cube increases by 5 feet for each spell slot level above 5.",https://www.dndbeyond.com/spells/2619077-creation,Constructs / Artifice,Exclusive,Hard Ban,Hard Ban,Hard Ban,Hard Ban
5th,Dream,Illusion,1 Minute,10 ft.,,"V, S, M",,Special,,,WIS Save,Communication (...),,"You target a creature you know on the same plane of existence. You or a willing creature you touch enters a trance state to act as a dream messenger. While in the trance, the messenger is Incapacitated and has a Speed of 0.

If the target is asleep, the messenger appears in the target’s dreams and can converse with the target as long as it remains asleep, through the spell’s duration. The messenger can also shape the dream’s environment, creating landscapes, objects, and other images. The messenger can emerge from the trance at any time, ending the spell. The target recalls the dream perfectly upon waking.

If the target is awake when you cast the spell, the messenger knows it and can either end the trance (and the spell) or wait for the target to sleep, at which point the messenger enters its dreams.

You can make the messenger terrifying to the target. If you do so, the messenger can deliver a message of no more than ten words, and then the target makes a Wisdom saving throw. On a failed save, the target gains no benefit from its rest, and it takes 3d6 Psychic damage when it wakes up.",https://www.dndbeyond.com/spells/2619156-dream,Illusions & Glamours,Exclusive,Hard Ban,Hard Ban,Hard Ban,Hard Ban
5th,Far Step,Conjuration,1 Bonus Action,,,V,,1 Minute,,,,Teleportation,,"You teleport up to 60 feet to an unoccupied space you can see. On each of your turns before the spell ends, you can use a bonus action to teleport in this way again.",https://www.dndbeyond.com/spells/14870-far-step,Teleportation & Spatial Bending,Primary,Hard Ban,Hard Ban,Hard Ban,Hard Ban
5th,Mislead,Illusion,1 Action,,,S,,1 Hour,,,,Invisible,,"You gain the Invisible condition at the same time that an illusory double of you appears where you are standing. The double lasts for the duration, but the invisibility ends immediately after you make an attack roll, deal damage, or cast a spell.

As a Magic action, you can move the illusory double up to twice your Speed and make it gesture, speak, and behave in whatever way you choose. It is intangible and invulnerable.

You can see through its eyes and hear through its ears as if you were located where it is.",https://www.dndbeyond.com/spells/2619131-mislead,Illusions & Glamours,Exclusive,Hard Ban,Hard Ban,Hard Ban,Hard Ban
5th,Scrying,Divination,10 Minutes,,,"V, S, M",,10 Minutes,,,WIS Save,Detection,,"You can see and hear a creature you choose that is on the same plane of existence as you. The target makes a Wisdom saving throw, which is modified (see the tables below) by how well you know the target and the sort of physical connection you have to it. The target doesn’t know what it is making the save against, only that it feels uneasy.

On a successful save, the target isn’t affected, and you can’t use this spell on it again for 24 hours.

On a failed save, the spell creates an Invisible , intangible sensor within 10 feet of the target. You can see and hear through the sensor as if you were there. The sensor moves with the target, remaining within 10 feet of it for the duration. If something can see the sensor, it appears as a luminous orb about the size of your fist.

Instead of targeting a creature, you can target a location you have seen. When you do so, the sensor appears at that location and doesn’t move.",https://www.dndbeyond.com/spells/2619007-scrying,Divination — Detection,Secondary,Hard Ban,Secondary,Hard Ban,Primary
5th,Seeming,Illusion,1 Action,30 ft.,,"V, S",,8 Hours,,,CHA Save,Control,,"You give an illusory appearance to each creature of your choice that you can see within range. An unwilling target can make a Charisma saving throw, and if it succeeds, it is unaffected by this spell.

You can give the same appearance or different ones to the targets. The spell can change the appearance of the targets’ bodies and equipment. You can make each creature seem 1 foot shorter or taller and appear heavier or lighter. A target’s new appearance must have the same basic arrangement of limbs as the target, but the extent of the illusion is otherwise up to you. The spell lasts for the duration.

The changes wrought by this spell fail to hold up to physical inspection. For example, if you use this spell to add a hat to a creature’s outfit, objects pass through the hat.

A creature that takes the Study action to examine a target can make an Intelligence ( Investigation ) check against your spell save DC. If it succeeds, it becomes aware that the target is disguised.",https://www.dndbeyond.com/spells/2619014-seeming,Illusions & Glamours,Exclusive,Hard Ban,Hard Ban,Hard Ban,Hard Ban
5th,Steel Wind Strike,Conjuration,1 Action,30 ft.,,"S, M",,Instantaneous,,,Melee,Force,,"You flourish the weapon used in the casting and then vanish to strike like the wind. Choose up to five creatures you can see within range. Make a melee spell attack against each target. On a hit, a target takes 6d10 Force damage.

You then teleport to an unoccupied space you can see within 5 feet of one of the targets.",https://www.dndbeyond.com/spells/2619087-steel-wind-strike,Teleportation & Spatial Bending,Primary,Hard Ban,Hard Ban,Hard Ban,Hard Ban
5th,Swift Quiver,Transmutation,1 Bonus Action,,,"V, S, M",,1 Minute,,,,Buff,,"When you cast the spell and as a Bonus Action until it ends, you can make two attacks with a weapon that fires Arrows or Bolts, such as a Longbow or a Light Crossbow. The spell magically creates the ammunition needed for each attack. Each Arrow or Bolt created by the spell deals damage like a nonmagical piece of ammunition of its kind and disintegrates immediately after it hits or misses.",https://www.dndbeyond.com/spells/2619125-swift-quiver,Transformation / Polymorph,Primary,Hard Ban,Secondary,Hard Ban,Hard Ban
5th,Telekinesis,Transmutation,1 Action,60 ft.,,"V, S",,10 Minutes,,,,Control (...),,"You gain the ability to move or manipulate creatures or objects by thought. When you cast the spell and as a Magic action on your later turns before the spell ends, you can exert your will on one creature or object that you can see within range, causing the appropriate effect below. You can affect the same target round after round or choose a new one at any time. If you switch targets, the prior target is no longer affected by the spell.

Creature. You can try to move a Huge or smaller creature. The target must succeed on a Strength saving throw, or you move it up to 30 feet in any direction within the spell’s range. Until the end of your next turn, the creature has the Restrained condition, and if you lift it into the air, it is suspended there. It falls at the end of your next turn unless you use this option on it again and it fails the save.

Object. You can try to move a Huge or smaller object. If the object isn’t being worn or carried, you automatically move it up to 30 feet in any direction within the spell’s range.

If the object is worn or carried by a creature, that creature must succeed on a Strength saving throw, or you pull the object away and move it up to 30 feet in any direction within the spell’s range.

You can exert fine control on objects with your telekinetic grip, such as manipulating a simple tool, opening a door or a container, stowing or retrieving an item from an open container, or pouring the contents from a vial.",https://www.dndbeyond.com/spells/2619157-telekinesis,Force Manipulation,Primary,Hard Ban,Hard Ban,Secondary,Primary
5th,Teleportation Circle,Conjuration,1 Minute,10 ft.,,"V, M",,1 Round,,,,Teleportation,,"As you cast the spell, you draw a 5-foot-radius circle on the ground inscribed with sigils that link your location to a permanent teleportation circle of your choice whose sigil sequence you know and that is on the same plane of existence as you. A shimmering portal opens within the circle you drew and remains open until the end of your next turn. Any creature that enters the portal instantly appears within 5 feet of the destination circle or in the nearest unoccupied space if that space is occupied.

Many major temples, guildhalls, and other important places have permanent teleportation circles. Each circle includes a unique sigil sequence—a string of runes arranged in a particular pattern.

When you first gain the ability to cast this spell, you learn the sigil sequences for two destinations on the Material Plane, determined by the DM. You might learn additional sigil sequences during your adventures. You can commit a new sigil sequence to memory after studying it for 1 minute.

You can create a permanent teleportation circle by casting this spell in the same location every day for 365 days.",https://www.dndbeyond.com/spells/2619167-teleportation-circle,Teleportation & Spatial Bending,Primary,Hard Ban,Hard Ban,Hard Ban,Hard Ban
5th,Tree Stride,Conjuration,1 Action,,,"V, S",,1 Minute,,,,Movement (...),,"You gain the ability to enter a tree and move from inside it to inside another tree of the same kind within 500 feet. Both trees must be living and at least the same size as you. You must use 5 feet of movement to enter a tree. You instantly know the location of all other trees of the same kind within 500 feet and, as part of the move used to enter the tree, can either pass into one of those trees or step out of the tree you’re in. You appear in a spot of your choice within 5 feet of the destination tree, using another 5 feet of movement. If you have no movement left, you appear within 5 feet of the tree you entered.

You can use this transportation ability only once on each of your turns. You must end each turn outside a tree.",https://www.dndbeyond.com/spells/2619197-tree-stride,Teleportation & Spatial Bending,Primary,Hard Ban,Hard Ban,Hard Ban,Hard Ban
5th,Wall of Force,Evocation,1 Action,120 ft.,,"V, S, M",,10 Minutes,,,,Control (...),,"An Invisible wall of force springs into existence at a point you choose within range. The wall appears in any orientation you choose, as a horizontal or vertical barrier or at an angle. It can be free floating or resting on a solid surface. You can form it into a hemispherical dome or a globe with a radius of up to 10 feet, or you can shape a flat surface made up of ten 10-foot-by-10-foot panels. Each panel must be contiguous with another panel. In any form, the wall is 1/4 inch thick and lasts for the duration. If the wall cuts through a creature’s space when it appears, the creature is pushed to one side of the wall (you choose which side).

Nothing can physically pass through the wall. It is immune to all damage and can’t be dispelled by Dispel Magic . A Disintegrate spell destroys the wall instantly, however. The wall also extends into the Ethereal Plane and blocks ethereal travel through the wall.",https://www.dndbeyond.com/spells/2619194-wall-of-force,Force Manipulation,Primary,Hard Ban,Hard Ban,Secondary,Primary
6th,Arcane Gate,Conjuration,1 Action,500 ft.,,"V, S",,10 Minutes,,,,Teleportation,,"You create linked teleportation portals. Choose two Large, unoccupied spaces on the ground that you can see, one space within range and the other one within 10 feet of you. A circular portal opens in each of those spaces and remains for the duration.

The portals are two-dimensional glowing rings filled with mist that blocks sight. They hover inches from the ground and are perpendicular to it.

A portal is open on only one side (you choose which). Anything entering the open side of a portal exits from the open side of the other portal as if the two were adjacent to each other. As a Bonus Action, you can change the facing of the open sides.",https://www.dndbeyond.com/spells/2618865-arcane-gate,Teleportation & Spatial Bending,Primary,Hard Ban,Hard Ban,Hard Ban,Hard Ban
6th,Create Homunculus,Transmutation,1 Hour,,,"V, S, M",,Instantaneous,,,,Creation (...),,"While speaking an intricate incantation, you cut yourself with a jewel-encrusted dagger, taking 2d4 piercing damage that can’t be reduced in any way. You then drip your blood on the spell’s other components and touch them, transforming them into a special construct called a homunculus.

The statistics of the homunculus are in the Monster Manual . It is your faithful companion, and it dies if you die. Whenever you finish a long rest, you can spend up to half your Hit Dice if the homunculus is on the same plane of existence as you. When you do so, roll each die and add your Constitution modifier to it. Your hit point maximum is reduced by the total, and the homunculus’s hit point maximum and current hit points are both increased by it. This process can reduce you to no lower than 1 hit point, and the change to your and the homunculus’s hit points ends when you finish your next long rest. The reduction to your hit point maximum can’t be removed by any means before then, except by the homunculus’s death.

You can have only one homunculus at a time. If you cast this spell while your homunculus lives, the spell fails.",https://www.dndbeyond.com/spells/14765-create-homunculus,Constructs / Artifice,Exclusive,Hard Ban,Hard Ban,Hard Ban,Hard Ban
6th,Drawmij's Instant Summons,Conjuration,1 Minute,,,"V, S, M",,Until Dispelled,,,,Detection (...),,"You touch the sapphire used in the casting and an object weighing 10 pounds or less whose longest dimension is 6 feet or less. The spell leaves an Invisible mark on that object and invisibly inscribes the object’s name on the sapphire. Each time you cast this spell, you must use a different sapphire.

Thereafter, you can take a Magic action to speak the object’s name and crush the sapphire. The object instantly appears in your hand regardless of physical or planar distances, and the spell ends.

If another creature is holding or carrying the object, crushing the sapphire doesn’t transport it, but instead you learn who that creature is and where that creature is currently located.",https://www.dndbeyond.com/spells/2619154-drawmijs-instant-summons,Teleportation & Spatial Bending,Primary,Hard Ban,Hard Ban,Hard Ban,Hard Ban
6th,Flesh to Stone,Transmutation,1 Action,60 ft.,,"V, S, M",,1 Minute,,,CON Save,Petrified,,"You attempt to turn one creature that you can see within range into stone. The target makes a Constitution saving throw. On a failed save, it has the Restrained condition for the duration. On a successful save, its Speed is 0 until the start of your next turn. Constructs automatically succeed on the save.

A Restrained target makes another Constitution saving throw at the end of each of its turns. If it successfully saves against this spell three times, the spell ends. If it fails its saves three times, it is turned to stone and has the Petrified condition for the duration. The successes and failures needn’t be consecutive; keep track of both until the target collects three of a kind.

If you maintain your Concentration on this spell for the entire possible duration, the target is Petrified until the condition is ended by Greater Restoration or similar magic.",https://www.dndbeyond.com/spells/2618905-flesh-to-stone,Transformation / Polymorph,Primary,Hard Ban,Secondary,Hard Ban,Hard Ban
6th,Forbiddance,Abjuration,10 Minutes,,"(40,000 ft. 2 )","V, S, M",,1 Day,,,,Radiant (...),,"You create a ward against magical travel that protects up to 40,000 square feet of floor space to a height of 30 feet above the floor. For the duration, creatures can’t teleport into the area or use portals, such as those created by the Gate spell, to enter the area. The spell proofs the area against planar travel, and therefore prevents creatures from accessing the area by way of the Astral Plane, the Ethereal Plane, the Feywild, the Shadowfell, or the Plane Shift spell.

In addition, the spell damages types of creatures that you choose when you cast it. Choose one or more of the following: Aberrations, Celestials, Elementals, Fey, Fiends, and Undead. When a creature of a chosen type enters the spell’s area for the first time on a turn or ends its turn there, the creature takes 5d10 Radiant or Necrotic damage (your choice when you cast this spell).

You can designate a password when you cast the spell. A creature that speaks the password as it enters the area takes no damage from the spell.

The spell’s area can’t overlap with the area of another Forbiddance spell. If you cast Forbiddance every day for 30 days in the same location, the spell lasts until it is dispelled, and the Material components are consumed on the last casting.",https://www.dndbeyond.com/spells/2618913-forbiddance,Teleportation & Spatial Bending,Primary,Hard Ban,Hard Ban,Hard Ban,Hard Ban
6th,Globe of Invulnerability,Abjuration,1 Action,,(10 ft. ),"V, S, M",,1 Minute,,,,Negation (...),,"An immobile, shimmering barrier appears in a 10-foot Emanation around you and remains for the duration.

Any spell of level 5 or lower cast from outside the barrier can’t affect anything within it. Such a spell can target creatures and objects within the barrier, but the spell has no effect on them. Similarly, the area within the barrier is excluded from areas of effect created by such spells.

Using a Higher-Level Spell Slot. The barrier blocks spells of 1 level higher for each spell slot level above 6.",https://www.dndbeyond.com/spells/2618950-globe-of-invulnerability,Anti-Magic / Nullification,Exclusive,Hard Ban,Hard Ban,Hard Ban,Hard Ban
6th,Guards and Wards,Abjuration,1 Hour,,"(2,500 ft. 2 )","V, S, M",,24 Hours,,,,Control (...),,"You create a ward that protects up to 2,500 square feet of floor space. The warded area can be up to 20 feet tall, and you shape it as one 50-foot square, one hundred 5-foot squares that are contiguous, or twenty-five 10-foot squares that are contiguous.

When you cast this spell, you can specify individuals that are unaffected by the spell’s effects. You can also specify a password that, when spoken aloud within 5 feet of the warded area, makes the speaker immune to its effects.

The spell creates the effects below within the warded area. Dispel Magic has no effect on Guards and Wards itself, but each of the following effects can be dispelled. If all four are dispelled, Guards and Wards ends. If you cast the spell every day for 365 days on the same area, the spell thereafter lasts until all its effects are dispelled.

Corridors. Fog fills all the warded corridors, making them Heavily Obscured . In addition, at each intersection or branching passage offering a choice of direction, there is a 50 percent chance that a creature other than you believes it is going in the opposite direction from the one it chooses.

Doors. All doors in the warded area are magically locked, as if sealed by the Arcane Lock spell. In addition, you can cover up to ten doors with an illusion to make them appear as plain sections of wall.

Stairs. Webs fill all stairs in the warded area from top to bottom, as in the Web spell. These strands regrow in 10 minutes if they are destroyed while Guards and Wards lasts.

Other Spell Effect. Place one of the following magical effects within the warded area:

Dancing Lights in four corridors, with a simple program that the lights repeat as long as Guards and Wards lasts

Magic Mouth in two locations

Stinking Cloud in two locations (the vapors return within 10 minutes if dispersed while Guards and Wards lasts)

Gust of Wind in one corridor or room (the wind blows continuously while the spell lasts)

Suggestion in one 5-foot square; any creature that enters that square receives the suggestion mentally",https://www.dndbeyond.com/spells/2618968-guards-and-wards,Illusions & Glamours,Exclusive,Hard Ban,Hard Ban,Hard Ban,Hard Ban
6th,Mental Prison,Illusion,1 Action,60 ft.,,S,,1 Minute,,,INT Save,Psychic (...),,"You attempt to bind a creature within an illusory cell that only it perceives. One creature you can see within range must make an Intelligence saving throw. The target succeeds automatically if it is immune to being charmed . On a successful save, the target takes 5d10 psychic damage, and the spell ends. On a failed save, the target takes 5d10 psychic damage, and you make the area immediately around the target’s space appear dangerous to it in some way. You might cause the target to perceive itself as being surrounded by fire, floating razors, or hideous maws filled with dripping teeth. Whatever form the illusion takes, the target can’t see or hear anything beyond it and is restrained for the spell’s duration. If the target is moved out of the illusion, makes a melee attack through it, or reaches any part of its body through it, the target takes 10d10 psychic damage, and the spell ends.",https://www.dndbeyond.com/spells/14883-mental-prison,Illusions & Glamours,Exclusive,Hard Ban,Hard Ban,Hard Ban,Hard Ban
6th,Programmed Illusion,Illusion,1 Action,120 ft.,(30 ft. *),"V, S, M",,Until Dispelled,,,,Control,,"You create an illusion of an object, a creature, or some other visible phenomenon within range that activates when a specific trigger occurs. The illusion is imperceptible until then. It must be no larger than a 30-foot Cube , and you decide when you cast the spell how the illusion behaves and what sounds it makes. This scripted performance can last up to 5 minutes.

When the trigger you specify occurs, the illusion springs into existence and performs in the manner you described. Once the illusion finishes performing, it disappears and remains dormant for 10 minutes, after which the illusion can be activated again.

The trigger can be as general or as detailed as you like, though it must be based on visual or audible phenomena that occur within 30 feet of the area. For example, you could create an illusion of yourself to appear and warn off others who attempt to open a trapped door.

Physical interaction with the image reveals it to be illusory, since things can pass through it. A creature that takes the Study action to examine the image can determine that it is an illusion with a successful Intelligence ( Investigation ) check against your spell save DC. If a creature discerns the illusion for what it is, the creature can see through the image, and any noise it makes sounds hollow to the creature.",https://www.dndbeyond.com/spells/2618902-programmed-illusion,Illusions & Glamours,Exclusive,Hard Ban,Hard Ban,Hard Ban,Hard Ban
6th,Scatter,Conjuration,1 Action,30 ft.,,V,,Instantaneous,,,WIS Save,Control (...),,The air quivers around up to five creatures of your choice that you can see within range. An unwilling creature must succeed on a Wisdom saving throw to resist this spell. You teleport each affected target to an unoccupied space that you can see within 120 feet of you. That space must be on the ground or on a floor.,https://www.dndbeyond.com/spells/14593-scatter,Teleportation & Spatial Bending,Primary,Hard Ban,Hard Ban,Hard Ban,Hard Ban
6th,Tasha's Otherworldly Guise,Transmutation,1 Bonus Action,,,"V, S, M",,1 Minute,,,,Buff,,"Uttering an incantation, you draw on the magic of the Lower Planes or Upper Planes (your choice) to transform yourself. You gain the following benefits until the spell ends:

You are immune to fire and poison damage (Lower Planes) or radiant and necrotic damage (Upper Planes).

You are immune to the poisoned condition (Lower Planes) or the charmed condition (Upper Planes).

Spectral wings appear on your back, giving you a flying speed of 40 feet.

You have a +2 bonus to AC.

All your weapon attacks are magical, and when you make a weapon attack, you can use your spellcasting ability modifier, instead of Strength or Dexterity, for the attack and damage rolls.

You can attack twice, instead of once, when you take the Attack action on your turn. You ignore this benefit if you already have a feature, like Extra Attack, that lets you attack more than once when you take the Attack action on your turn.",https://www.dndbeyond.com/spells/719961-tashas-otherworldly-guise,Transformation / Polymorph,Primary,Hard Ban,Secondary,Hard Ban,Hard Ban
6th,Transport via Plants,Conjuration,1 Action,10 ft.,,"V, S",,1 Minute,,,,Teleportation,,"This spell creates a magical link between a Large or larger inanimate plant within range and another plant, at any distance, on the same plane of existence. You must have seen or touched the destination plant at least once before. For the duration, any creature can step into the target plant and exit from the destination plant by using 5 feet of movement.",https://www.dndbeyond.com/spells/2619196-transport-via-plants,Teleportation & Spatial Bending,Primary,Hard Ban,Hard Ban,Hard Ban,Hard Ban
6th,True Seeing,Divination,1 Action,,,"V, S, M",,1 Hour,,,,Detection,,"For the duration, the willing creature you touch has Truesight with a range of 120 feet.",https://www.dndbeyond.com/spells/2619201-true-seeing,Divination — Detection,Secondary,Hard Ban,Secondary,Hard Ban,Primary
6th,Wind Walk,Transmutation,1 Minute,30 ft.,,"V, S, M",,8 Hours,,,,Buff (...),,"You and up to ten willing creatures of your choice within range assume gaseous forms for the duration, appearing as wisps of cloud. While in this cloud form, a target has a Fly Speed of 300 feet and can hover; it has Immunity to the Prone condition; and it has Resistance to Bludgeoning, Piercing, and Slashing damage. The only actions a target can take in this form are the Dash action or a Magic action to begin reverting to its normal form. Reverting takes 1 minute, during which the target has the Stunned condition. Until the spell ends, the target can revert to cloud form, which also requires a Magic action followed by a 1-minute transformation.

If a target is in cloud form and flying when the effect ends, the target descends 60 feet per round for 1 minute until it lands, which it does safely. If it can’t land after 1 minute, it falls the remaining distance.",https://www.dndbeyond.com/spells/2619211-wind-walk,Movement Enhancement,Primary,Hard Ban,Secondary,Hard Ban,Primary
6th,Word of Recall,Conjuration,1 Action,5 ft.,,V,,Instantaneous,,,,Teleportation,,"You and up to five willing creatures within 5 feet of you instantly teleport to a previously designated sanctuary. You and any creatures that teleport with you appear in the nearest unoccupied space to the spot you designated when you prepared your sanctuary (see below). If you cast this spell without first preparing a sanctuary, the spell has no effect.

You must designate a location, such as a temple, as a sanctuary by casting this spell there.",https://www.dndbeyond.com/spells/2619218-word-of-recall,Teleportation & Spatial Bending,Primary,Hard Ban,Hard Ban,Hard Ban,Hard Ban
7th,Create Magen,Transmutation,1 Hour,,,"V, S, M",,Instantaneous,,,,,,,https://www.dndbeyond.com/spells/654073-create-magen,Transformation / Polymorph,Primary,Hard Ban,Secondary,Hard Ban,Hard Ban
7th,Draconic Transformation,Transmutation,1 Bonus Action,,(60 ft. ),"V, S, M",,1 Minute,,,DEX Save,Force,,,https://www.dndbeyond.com/spells/1183863-draconic-transformation,Transformation / Polymorph,Primary,Hard Ban,Secondary,Hard Ban,Hard Ban
