Level,Name,School,Casting Time,Range,Area,Components,Materials,Duration,Concentration,Ritual,Attack/Save,Damage/Effect,Source,Description,URL_absolute,Primary Effect Category,Arcane Status,Divine Status,Nature Status,Elemental Status,Psionics Status
6th,Blade Barrier,Evocation,1 Action,90 ft.,,"V, S",,10 Minutes,,,DEX Save,Force,,"You create a wall of whirling blades made of magical energy. The wall appears within range and lasts for the duration. You make a straight wall up to 100 feet long, 20 feet high, and 5 feet thick, or a ringed wall up to 60 feet in diameter, 20 feet high, and 5 feet thick. The wall provides Three-Quarters Cover , and its space is Difficult Terrain .

Any creature in the wall’s space makes a Dexterity saving throw, taking 6d10 Force damage on a failed save or half as much damage on a successful one. A creature also makes that save if it enters the wall’s space or ends it turn there. A creature makes that save only once per turn.",https://www.dndbeyond.com/spells/2618929-blade-barrier,Terrain Manipulation,Hard Ban,Hard Ban,Primary,Primary,Hard Ban
6th,Bones of the Earth,Transmutation,1 Action,120 ft.,(5 ft. *),"V, S",,Instantaneous,,,DEX Save,Bludgeoning,,"You cause up to six pillars of stone to burst from places on the ground that you can see within range. Each pillar is a cylinder that has a diameter of 5 feet and a height of up to 30 feet. The ground where a pillar appears must be wide enough for its diameter, and you can target the ground under a creature if that creature is Medium or smaller. Each pillar has AC 5 and 30 hit points. When reduced to 0 hit points, a pillar crumbles into rubble, which creates an area of difficult terrain with a 10-foot radius that lasts until the rubble is cleared. Each 5-foot-diameter portion of the area requires at least 1 minute to clear by hand.

If a pillar is created under a creature, that creature must succeed on a Dexterity saving throw or be lifted by the pillar. A creature can choose to fail the save.

If a pillar is prevented from reaching its full height because of a ceiling or other obstacle, a creature on the pillar takes 6d6 bludgeoning damage and is restrained , pinched between the pillar and the obstacle. The restrained creature can use an action to make a Strength or Dexterity check (the creature’s choice) against the spell’s save DC. On a success, the creature is no longer restrained and must either move off the pillar or fall off it.

At Higher Levels. When you cast this spell using a spell slot of 7th level or higher, you can create two additional pillars for each slot level above 6th.",https://www.dndbeyond.com/spells/2371-bones-of-the-earth,Terrain Manipulation,Hard Ban,Hard Ban,Primary,Primary,Hard Ban
6th,Conjure Fey,Conjuration,1 Action,60 ft.,,"V, S",,10 Minutes,,,Melee,Psychic,,"You conjure a Medium spirit from the Feywild in an unoccupied space you can see within range. The spirit lasts for the duration, and it looks like a Fey creature of your choice. When the spirit appears, you can make one melee spell attack against a creature within 5 feet of it. On a hit, the target takes Psychic damage equal to 3d12 plus your spellcasting ability modifier, and the target has the Frightened condition until the start of your next turn, with both you and the spirit as the source of the fear.

As a Bonus Action on your later turns, you can teleport the spirit to an unoccupied space you can see within 30 feet of the space it left and make the attack against a creature within 5 feet of it.

Using a Higher-Level Spell Slot. The damage increases by 1d12 for each spell slot level above 6.",https://www.dndbeyond.com/spells/2619048-conjure-fey,Summoning — Natural,Hard Ban,Hard Ban,Exclusive,Hard Ban,Hard Ban
6th,Druid Grove,Abjuration,10 Minutes,,( *),"V, S, M",,24 Hours,,,,Debuff (...),,"You invoke the spirits of nature to protect an area outdoors or underground. The area can be as small as a 30-foot cube or as large as a 90-foot cube. Buildings and other structures are excluded from the affected area. If you cast this spell in the same area every day for a year, the spell lasts until dispelled.

The spell creates the following effects within the area. When you cast this spell, you can specify creatures as friends who are immune to the effects. You can also specify a password that, when spoken aloud, makes the speaker immune to these effects.

The entire warded area radiates magic. A dispel magic cast on the area, if successful, removes only one of the following effects, not the entire area. That spell’s caster chooses which effect to end. Only when all its effects are gone is this spell dispelled.

Solid Fog. You can fill any number of 5-foot squares on the ground with thick fog, making them heavily obscured . The fog reaches 10 feet high. In addition, every foot of movement through the fog costs 2 extra feet. To a creature immune to this effect, the fog obscures nothing and looks like soft mist, with motes of green light floating in the air.

Grasping Undergrowth. You can fill any number of 5-foot squares on the ground that aren’t filled with fog with grasping weeds and vines, as if they were affected by an entangle spell. To a creature immune to this effect, the weeds and vines feel soft and reshape themselves to serve as temporary seats or beds.

Grove Guardians. You can animate up to four trees in the area, causing them to uproot themselves from the ground. These trees have the same statistics as an awakened tree , which appears in the Monster Manual , except they can’t speak, and their bark is covered with druidic symbols. If any creature not immune to this effect enters the warded area, the grove guardians fight until they have driven off or slain the intruders. The grove guardians also obey your spoken commands (no action required by you) that you issue while in the area. If you don’t give them commands and no intruders are present, the grove guardians do nothing. The grove guardians can’t leave the warded area. When the spell ends, the magic animating them disappears, and the trees take root again if possible.

Additional Spell Effect. You can place your choice of one of the following magical effects within the warded area:

A constant gust of wind in two locations of your choice

Spike growth in one location of your choice

Wind wall in two locations of your choice

To a creature immune to this effect, the winds are a fragrant, gentle breeze, and the area of spike growth is harmless.",https://www.dndbeyond.com/spells/14834-druid-grove,Nature Interaction,Hard Ban,Hard Ban,Exclusive,Hard Ban,Hard Ban
6th,Flesh to Stone,Transmutation,1 Action,60 ft.,,"V, S, M",,1 Minute,,,CON Save,Petrified,,"You attempt to turn one creature that you can see within range into stone. The target makes a Constitution saving throw. On a failed save, it has the Restrained condition for the duration. On a successful save, its Speed is 0 until the start of your next turn. Constructs automatically succeed on the save.

A Restrained target makes another Constitution saving throw at the end of each of its turns. If it successfully saves against this spell three times, the spell ends. If it fails its saves three times, it is turned to stone and has the Petrified condition for the duration. The successes and failures needn’t be consecutive; keep track of both until the target collects three of a kind.

If you maintain your Concentration on this spell for the entire possible duration, the target is Petrified until the condition is ended by Greater Restoration or similar magic.",https://www.dndbeyond.com/spells/2618905-flesh-to-stone,Transformation / Polymorph,Primary,Hard Ban,Secondary,Hard Ban,Hard Ban
6th,Heroes' Feast,Conjuration,10 Minutes,,(10 ft. ),"V, S, M",,Instantaneous,,,,Poisoned (...),,"You conjure a feast that appears on a surface in an unoccupied 10-foot Cube next to you. The feast takes 1 hour to consume and disappears at the end of that time, and the beneficial effects don’t set in until this hour is over. Up to twelve creatures can partake of the feast.

A creature that partakes gains several benefits, which last for 24 hours. The creature has Resistance to Poison damage, and it has Immunity to the Frightened and Poisoned conditions. Its Hit Point maximum also increases by 2d10, and it gains the same number of Hit Points.",https://www.dndbeyond.com/spells/2618983-heroes-feast,Resource Creation & Sustenance,Hard Ban,Hard Ban,Primary,Hard Ban,Hard Ban
6th,Investiture of Stone,Transmutation,1 Action,,,"V, S",,10 Minutes,,,DEX Save,Prone,,"Until the spell ends, bits of rock spread across your body, and you gain the following benefits:

You have resistance to bludgeoning, piercing, and slashing damage from nonmagical attacks.

You have resistance to bludgeoning, piercing, and slashing damage from nonmagical attacks.

You can use your action to create a small earthquake on the ground in a 15-foot radius centered on you. Other creatures on that ground must succeed on a Dexterity saving throw or be knocked prone .

You can use your action to create a small earthquake on the ground in a 15-foot radius centered on you. Other creatures on that ground must succeed on a Dexterity saving throw or be knocked prone .

You can move across difficult terrain made of earth or stone without spending extra movement. You can move through solid earth or stone as if it was air and without destabilizing it, but you can’t end your movement there. If you do so, you are ejected to the nearest unoccupied space, this spell ends, and you are stunned until the end of your next turn.

You can move across difficult terrain made of earth or stone without spending extra movement. You can move through solid earth or stone as if it was air and without destabilizing it, but you can’t end your movement there. If you do so, you are ejected to the nearest unoccupied space, this spell ends, and you are stunned until the end of your next turn.",https://www.dndbeyond.com/spells/2388-investiture-of-stone,Terrain Manipulation,Hard Ban,Hard Ban,Primary,Primary,Hard Ban
6th,Investiture of Wind,Transmutation,1 Action,,(15 ft. *),"V, S",,10 Minutes,,,CON Save,Bludgeoning,,"Until the spell ends, wind whirls around you, and you gain the following benefits:

Ranged weapon attacks made against you have disadvantage on the attack roll.

Ranged weapon attacks made against you have disadvantage on the attack roll.

You gain a flying speed of 60 feet. If you are still flying when the spell ends, you fall, unless you can somehow prevent it.

You gain a flying speed of 60 feet. If you are still flying when the spell ends, you fall, unless you can somehow prevent it.

You can use your action to create a 15-foot cube of swirling wind centered on a point you can see within 60 feet of you. Each creature in that area must make a Constitution saving throw. A creature takes 2d10 bludgeoning damage on a failed save, or half as much damage on a successful one. If a Large or smaller creature fails the save, that creature is also pushed up to 10 feet away from the center of the cube.

You can use your action to create a 15-foot cube of swirling wind centered on a point you can see within 60 feet of you. Each creature in that area must make a Constitution saving throw. A creature takes 2d10 bludgeoning damage on a failed save, or half as much damage on a successful one. If a Large or smaller creature fails the save, that creature is also pushed up to 10 feet away from the center of the cube.",https://www.dndbeyond.com/spells/2389-investiture-of-wind,Weather & Climate Control,Hard Ban,Hard Ban,Primary,Primary,Hard Ban
6th,Move Earth,Transmutation,1 Action,120 ft.,,"V, S, M",,2 Hours,,,,Control,,"Choose an area of terrain no larger than 40 feet on a side within range. You can reshape dirt, sand, or clay in the area in any manner you choose for the duration. You can raise or lower the area’s elevation, create or fill in a trench, erect or flatten a wall, or form a pillar. The extent of any such changes can’t exceed half the area’s largest dimension. For example, if you affect a 40-foot square, you can create a pillar up to 20 feet high, raise or lower the square’s elevation by up to 20 feet, dig a trench up to 20 feet deep, and so on. It takes 10 minutes for these changes to complete. Because the terrain’s transformation occurs slowly, creatures in the area can’t usually be trapped or injured by the ground’s movement.

At the end of every 10 minutes you spend concentrating on the spell, you can choose a new area of terrain to affect within range.

This spell can’t manipulate natural stone or stone construction. Rocks and structures shift to accommodate the new terrain. If the way you shape the terrain would make a structure unstable, it might collapse.

Similarly, this spell doesn’t directly affect plant growth. The moved earth carries any plants along with it.",https://www.dndbeyond.com/spells/2619120-move-earth,Terrain Manipulation,Hard Ban,Hard Ban,Primary,Primary,Hard Ban
6th,Tasha's Bubbling Cauldron,Conjuration,1 Action,5 ft.,,"V, S, M",,10 Minutes,,,,,,"You conjure a claw-footed cauldron filled with bubbling liquid. The cauldron appears in an unoccupied space on the ground within 5 feet of you and lasts for the duration. The cauldron can’t be moved and disappears when the spell ends, along with the bubbling liquid inside it.

The liquid in the cauldron duplicates the properties of a Common or an Uncommon potion of your choice (such as a Potion of Healing ). As a Bonus Action, you or an ally can reach into the cauldron and withdraw one potion of that kind. The potion is contained in a vial that disappears when the potion is consumed. The cauldron can produce a number of these potions equal to your spellcasting ability modifier (minimum 1). When the last of these potions is withdrawn from the cauldron, the cauldron disappears, and the spell ends.

Potions obtained from the cauldron that aren’t consumed disappear when you cast this spell again.",https://www.dndbeyond.com/spells/2618841-tashas-bubbling-cauldron,Resource Creation & Sustenance,Hard Ban,Hard Ban,Primary,Hard Ban,Hard Ban
6th,Tasha's Otherworldly Guise,Transmutation,1 Bonus Action,,,"V, S, M",,1 Minute,,,,Buff,,"Uttering an incantation, you draw on the magic of the Lower Planes or Upper Planes (your choice) to transform yourself. You gain the following benefits until the spell ends:

You are immune to fire and poison damage (Lower Planes) or radiant and necrotic damage (Upper Planes).

You are immune to the poisoned condition (Lower Planes) or the charmed condition (Upper Planes).

Spectral wings appear on your back, giving you a flying speed of 40 feet.

You have a +2 bonus to AC.

All your weapon attacks are magical, and when you make a weapon attack, you can use your spellcasting ability modifier, instead of Strength or Dexterity, for the attack and damage rolls.

You can attack twice, instead of once, when you take the Attack action on your turn. You ignore this benefit if you already have a feature, like Extra Attack, that lets you attack more than once when you take the Attack action on your turn.",https://www.dndbeyond.com/spells/719961-tashas-otherworldly-guise,Transformation / Polymorph,Primary,Hard Ban,Secondary,Hard Ban,Hard Ban
6th,True Seeing,Divination,1 Action,,,"V, S, M",,1 Hour,,,,Detection,,"For the duration, the willing creature you touch has Truesight with a range of 120 feet.",https://www.dndbeyond.com/spells/2619201-true-seeing,Divination — Detection,Secondary,Hard Ban,Secondary,Hard Ban,Primary
6th,Wall of Ice,Evocation,1 Action,120 ft.,,"V, S, M",,10 Minutes,,,DEX Save,Cold (...),,"You create a wall of ice on a solid surface within range. You can form it into a hemispherical dome or a globe with a radius of up to 10 feet, or you can shape a flat surface made up of ten 10-foot-square panels. Each panel must be contiguous with another panel. In any form, the wall is 1 foot thick and lasts for the duration.

If the wall cuts through a creature’s space when it appears, the creature is pushed to one side of the wall (you choose which side) and makes a Dexterity saving throw, taking 10d6 Cold damage on a failed save or half as much damage on a successful one.

The wall is an object that can be damaged and thus breached. It has AC 12 and 30 Hit Points per 10-foot section, and it has Immunity to Cold, Poison, and Psychic damage and Vulnerability to Fire damage. Reducing a 10-foot section of wall to 0 Hit Points destroys it and leaves behind a sheet of frigid air in the space the wall occupied.

A creature moving through the sheet of frigid air for the first time on a turn makes a Constitution saving throw, taking 5d6 Cold damage on a failed save or half as much damage on a successful one.

Using a Higher-Level Spell Slot. The damage the wall deals when it appears increases by 2d6 and the damage from passing through the sheet of frigid air increases by 1d6 for each spell slot level above 6.",https://www.dndbeyond.com/spells/2619195-wall-of-ice,Terrain Manipulation,Hard Ban,Hard Ban,Primary,Primary,Hard Ban
6th,Wall of Thorns,Conjuration,1 Action,120 ft.,,"V, S, M",,10 Minutes,,,DEX Save,Piercing (...),,"You create a wall of tangled brush bristling with needle-sharp thorns. The wall appears within range on a solid surface and lasts for the duration. You choose to make the wall up to 60 feet long, 10 feet high, and 5 feet thick or a circle that has a 20-foot diameter and is up to 20 feet high and 5 feet thick. The wall blocks line of sight.

When the wall appears, each creature in its area makes a Dexterity saving throw, taking 7d8 Piercing damage on a failed save or half as much damage on a successful one.

A creature can move through the wall, albeit slowly and painfully. For every 1 foot a creature moves through the wall, it must spend 4 feet of movement. Furthermore, the first time a creature enters a space in the wall on a turn or ends its turn there, the creature makes a Dexterity saving throw, taking 7d8 Slashing damage on a failed save or half as much damage on a successful one. A creature makes this save only once per turn.

Using a Higher-Level Spell Slot. Both types of damage increase by 1d8 for each spell slot level above 6.",https://www.dndbeyond.com/spells/2619202-wall-of-thorns,Nature Interaction,Hard Ban,Hard Ban,Exclusive,Hard Ban,Hard Ban
6th,Wind Walk,Transmutation,1 Minute,30 ft.,,"V, S, M",,8 Hours,,,,Buff (...),,"You and up to ten willing creatures of your choice within range assume gaseous forms for the duration, appearing as wisps of cloud. While in this cloud form, a target has a Fly Speed of 300 feet and can hover; it has Immunity to the Prone condition; and it has Resistance to Bludgeoning, Piercing, and Slashing damage. The only actions a target can take in this form are the Dash action or a Magic action to begin reverting to its normal form. Reverting takes 1 minute, during which the target has the Stunned condition. Until the spell ends, the target can revert to cloud form, which also requires a Magic action followed by a 1-minute transformation.

If a target is in cloud form and flying when the effect ends, the target descends 60 feet per round for 1 minute until it lands, which it does safely. If it can’t land after 1 minute, it falls the remaining distance.",https://www.dndbeyond.com/spells/2619211-wind-walk,Movement Enhancement,Primary,Hard Ban,Secondary,Hard Ban,Primary
7th,Create Magen,Transmutation,1 Hour,,,"V, S, M",,Instantaneous,,,,,,,https://www.dndbeyond.com/spells/654073-create-magen,Transformation / Polymorph,Primary,Hard Ban,Secondary,Hard Ban,Hard Ban
7th,Draconic Transformation,Transmutation,1 Bonus Action,,(60 ft. ),"V, S, M",,1 Minute,,,DEX Save,Force,,,https://www.dndbeyond.com/spells/1183863-draconic-transformation,Transformation / Polymorph,Primary,Hard Ban,Secondary,Hard Ban,Hard Ban
7th,Mordenkainen's Magnificent Mansion,Conjuration,1 Minute,300 ft.,,"V, S, M",,24 Hours,,,,Exploration (...),,"You conjure a shimmering door in range that lasts for the duration. The door leads to an extradimensional dwelling and is 5 feet wide and 10 feet tall. You and any creature you designate when you cast the spell can enter the extradimensional dwelling as long as the door remains open. You can open or close it (no action required) if you are within 30 feet of it. While closed, the door is imperceptible.

Beyond the door is a magnificent foyer with numerous chambers beyond. The dwelling’s atmosphere is clean, fresh, and warm.

You can create any floor plan you like for the dwelling, but it can’t exceed 50 contiguous 10-foot Cubes . The place is furnished and decorated as you choose. It contains sufficient food to serve a nine-course banquet for up to 100 people. Furnishings and other objects created by this spell dissipate into smoke if removed from it.

A staff of 100 near-transparent servants attends all who enter. You determine the appearance of these servants and their attire. They are invulnerable and obey your commands. Each servant can perform tasks that a human could perform, but they can’t attack or take any action that would directly harm another creature. Thus the servants can fetch things, clean, mend, fold clothes, light fires, serve food, pour wine, and so on. The servants can’t leave the dwelling.

When the spell ends, any creatures or objects left inside the extradimensional space are expelled into the unoccupied spaces nearest to the entrance.",https://www.dndbeyond.com/spells/2619112-mordenkainens-magnificent-mansion,Resource Creation & Sustenance,Hard Ban,Hard Ban,Primary,Hard Ban,Hard Ban
7th,Regenerate,Transmutation,1 Minute,,,"V, S, M",,1 Hour,,,,Healing,,"A creature you touch regains 4d8 + 15 Hit Points. For the duration, the target regains 1 Hit Point at the start of each of its turns, and any severed body parts regrow after 2 minutes.",https://www.dndbeyond.com/spells/2618937-regenerate,Transformation / Polymorph,Primary,Hard Ban,Secondary,Hard Ban,Hard Ban
7th,Reverse Gravity,Transmutation,1 Action,100 ft.,(50 ft. *),"V, S, M",,1 Minute,,,DEX Save,Control,,"This spell reverses gravity in a 50-foot-radius, 100-foot high Cylinder centered on a point within range. All creatures and objects in that area that aren’t anchored to the ground fall upward and reach the top of the Cylinder. A creature can make a Dexterity saving throw to grab a fixed object it can reach, thus avoiding the fall upward.

If a ceiling or an anchored object is encountered in this upward fall, creatures and objects strike it just as they would during a downward fall. If an affected creature or object reaches the Cylinder’s top without striking anything, it hovers there for the duration. When the spell ends, affected objects and creatures fall downward.",https://www.dndbeyond.com/spells/2618954-reverse-gravity,Transformation / Polymorph,Primary,Hard Ban,Secondary,Hard Ban,Hard Ban
8th,Animal Shapes,Transmutation,1 Action,30 ft.,,"V, S",,24 Hours,,,,Shapechanging,,"Choose any number of willing creatures that you can see within range. Each target shape-shifts into a Large or smaller Beast of your choice that has a Challenge Rating of 4 or lower. You can choose a different form for each target. On later turns, you can take a Magic action to transform the targets again.

A target’s game statistics are replaced by the chosen Beast’s statistics, but the target retains its creature type; Hit Points; Hit Point Dice; alignment; ability to communicate; and Intelligence, Wisdom, and Charisma scores. The target’s actions are limited by the Beast form’s anatomy, and it can’t cast spells. The target’s equipment melds into the new form, and the target can’t use any of that equipment while in that form.

The target gains a number of Temporary Hit Points equal to the Hit Points of the first form into which it shape-shifts. These Temporary Hit Points vanish if any remain when the spell ends. The transformation lasts for the duration or until the target ends it as a Bonus Action.",https://www.dndbeyond.com/spells/2618851-animal-shapes,Transformation / Polymorph,Primary,Hard Ban,Secondary,Hard Ban,Hard Ban
8th,Control Weather,Transmutation,10 Minutes,,(5 miles ),"V, S, M",,8 Hours,,,,Control (...),,"You take control of the weather within 5 miles of you for the duration. You must be outdoors to cast this spell, and it ends early if you go indoors.

When you cast the spell, you change the current weather conditions, which are determined by the DM. You can change precipitation, temperature, and wind. It takes 1d4 × 10 minutes for the new conditions to take effect. Once they do so, you can change the conditions again. When the spell ends, the weather gradually returns to normal.

When you change the weather conditions, find a current condition on the following tables and change its stage by one, up or down. When changing the wind, you can change its direction.",https://www.dndbeyond.com/spells/2619054-control-weather,Weather & Climate Control,Hard Ban,Hard Ban,Primary,Primary,Hard Ban
8th,Earthquake,Transmutation,1 Action,500 ft.,,"V, S, M",,1 Minute,,,DEX Save,Bludgeoning,,"Choose a point on the ground that you can see within range. For the duration, an intense tremor rips through the ground in a 100-foot-radius circle centered on that point. The ground there is Difficult Terrain .

When you cast this spell and at the end of each of your turns for the duration, each creature on the ground in the area makes a Dexterity saving throw. On a failed save, a creature has the Prone condition, and its Concentration is broken.

You can also cause the effects below.

Fissures. A total of 1d6 fissures open in the spell’s area at the end of the turn you cast it. You choose the fissures’ locations, which can’t be under structures. Each fissure is 1d10 × 10 feet deep and 10 feet wide, and it extends from one edge of the spell’s area to another edge. A creature in the same space as a fissure must succeed on a Dexterity saving throw or fall in. A creature that successfully saves moves with the fissure’s edge as it opens.

Structures. The tremor deals 50 Bludgeoning damage to any structure in contact with the ground in the area when you cast the spell and at the end of each of your turns until the spell ends. If a structure drops to 0 Hit Points, it collapses.

A creature within a distance from a collapsing structure equal to half the structure’s height makes a Dexterity saving throw. On a failed save, the creature takes 12d6 Bludgeoning damage, has the Prone condition, and is buried in the rubble, requiring a DC 20 Strength ( Athletics ) check as an action to escape. On a successful save, the creature takes half as much damage only.",https://www.dndbeyond.com/spells/2619160-earthquake,Terrain Manipulation,Hard Ban,Hard Ban,Primary,Primary,Hard Ban
8th,Tsunami,Conjuration,1 Minute,1 mile,,"V, S",,6 Rounds,,,STR Save,Bludgeoning,,"A wall of water springs into existence at a point you choose within range. You can make the wall up to 300 feet long, 300 feet high, and 50 feet thick. The wall lasts for the duration.

When the wall appears, each creature in its area makes a Strength saving throw, taking 6d10 Bludgeoning damage on a failed save or half as much damage on a successful one.

At the start of each of your turns after the wall appears, the wall, along with any creatures in it, moves 50 feet away from you. Any Huge or smaller creature inside the wall or whose space the wall enters when it moves must succeed on a Strength saving throw or take 5d10 Bludgeoning damage. A creature can take this damage only once per round. At the end of the turn, the wall’s height is reduced by 50 feet, and the damage the wall deals on later rounds is reduced by 1d10. When the wall reaches 0 feet in height, the spell ends.

A creature caught in the wall can move by swimming. Because of the wave’s force, though, the creature must succeed on a Strength ( Athletics ) check against your spell save DC to move at all. If it fails the check, it can’t move. A creature that moves out of the wall falls to the ground.",https://www.dndbeyond.com/spells/2619206-tsunami,Terrain Manipulation,Hard Ban,Hard Ban,Primary,Primary,Hard Ban
9th,Mass Polymorph,Transmutation,1 Action,120 ft.,,"V, S, M",,1 Hour,,,WIS Save,Control (...),,"You transform up to ten creatures of your choice that you can see within range. An unwilling target must succeed on a Wisdom saving throw to resist the transformation. An unwilling shapechanger automatically succeeds on the save.

Each target assumes a beast form of your choice, and you can choose the same form or different ones for each target. The new form can be any beast you have seen whose challenge rating is equal to or less than the target’s (or half the target’s level, if the target doesn’t have a challenge rating). The target’s game statistics, including mental ability scores, are replaced by the statistics of the chosen beast, but the target retains its hit points, alignment, and personality.

Each target gains a number of temporary hit points equal to the hit points of its new form. These temporary hit points can’t be replaced by temporary hit points from another source. A target reverts to its normal form when it has no more temporary hit points or it dies. If the spell ends before then, the creature loses all its temporary hit points and reverts to its normal form.

The creature is limited in the actions it can perform by the nature of its new form. It can’t speak, cast spells, or do anything else that requires hands or speech.

The target’s gear melds into the new form. The target can’t activate, use, wield, or otherwise benefit from any of its equipment.",https://www.dndbeyond.com/spells/14882-mass-polymorph,Transformation / Polymorph,Primary,Hard Ban,Secondary,Hard Ban,Hard Ban
9th,Shapechange,Transmutation,1 Action,,,"V, S, M",,1 Hour,,,,Shapechanging,,"You shape-shift into another creature for the duration or until you take a Magic action to shape-shift into a different eligible form. The new form must be of a creature that has a Challenge Rating no higher than your level or Challenge Rating. You must have seen the sort of creature before, and it can’t be a Construct or an Undead.

When you cast the spell, you gain a number of Temporary Hit Points equal to the Hit Points of the first form into which you shape-shift. These Temporary Hit Points vanish if any remain when the spell ends.

Your game statistics are replaced by the stat block of the chosen form, but you retain your creature type; alignment; personality; Intelligence, Wisdom, and Charisma scores; Hit Points; Hit Point Dice; proficiencies; and ability to communicate. If you have the Spellcasting feature, you retain it too.

Upon shape-shifting, you determine whether your equipment drops to the ground or changes in size and shape to fit the new form while you’re in it.",https://www.dndbeyond.com/spells/2618982-shapechange,Transformation / Polymorph,Primary,Hard Ban,Secondary,Hard Ban,Hard Ban
9th,Storm of Vengeance,Conjuration,1 Action,1 mile,,"V, S",,1 Minute,,,CON Save,Thunder (...),,"A churning storm cloud forms for the duration, centered on a point within range and spreading to a radius of 300 feet. Each creature under the cloud when it appears must succeed on a Constitution saving throw or take 2d6 Thunder damage and have the Deafened condition for the duration.

At the start of each of your later turns, the storm produces different effects, as detailed below.

Turn 2. Acidic rain falls. Each creature and object under the cloud takes 4d6 Acid damage.

Turn 3. You call six bolts of lightning from the cloud to strike six different creatures or objects beneath it. Each target makes a Dexterity saving throw, taking 10d6 Lightning damage on a failed save or half as much damage on a successful one.

Turn 4. Hailstones rain down. Each creature under the cloud takes 2d6 Bludgeoning damage.

Turns 5–10. Gusts and freezing rain assail the area under the cloud. Each creature there takes 1d6 Cold damage. Until the spell ends, the area is Difficult Terrain and Heavily Obscured , ranged attacks with weapons are impossible there, and strong wind blows through the area.",https://www.dndbeyond.com/spells/2619098-storm-of-vengeance,Weather & Climate Control,Hard Ban,Hard Ban,Primary,Primary,Hard Ban
9th,True Polymorph,Transmutation,1 Action,30 ft.,,"V, S, M",,1 Hour,,,WIS Save,Buff (...),,"Choose one creature or nonmagical object that you can see within range. The creature shape-shifts into a different creature or a nonmagical object, or the object shape-shifts into a creature (the object must be neither worn nor carried). The transformation lasts for the duration or until the target dies or is destroyed, but if you maintain Concentration on this spell for the full duration, the spell lasts until dispelled.

An unwilling creature can make a Wisdom saving throw, and if it succeeds, it isn’t affected by this spell.

Creature into Creature. If you turn a creature into another kind of creature, the new form can be any kind you choose that has a Challenge Rating equal to or less than the target’s Challenge Rating or level. The target’s game statistics are replaced by the stat block of the new form, but it retains its Hit Points, Hit Point Dice, alignment, and personality.

The target gains a number of Temporary Hit Points equal to the Hit Points of the new form. These Temporary Hit Points vanish if any remain when the spell ends.

The target is limited in the actions it can perform by the anatomy of its new form, and it can’t speak or cast spells.

The target’s gear melds into the new form. The creature can’t use or otherwise benefit from any of that equipment.

Object into Creature. You can turn an object into any kind of creature, as long as the creature’s size is no larger than the object’s size and the creature has a Challenge Rating of 9 or lower. The creature is Friendly to you and your allies. In combat, it takes its turns immediately after yours, and it obeys your commands.

If the spell lasts more than an hour, you no longer control the creature. It might remain Friendly to you, depending on how you have treated it.

Creature into Object. If you turn a creature into an object, it transforms along with whatever it is wearing and carrying into that form, as long as the object’s size is no larger than the creature’s size. The creature’s statistics become those of the object, and the creature has no memory of time spent in this form after the spell ends and it returns to normal.",https://www.dndbeyond.com/spells/2619198-true-polymorph,Transformation / Polymorph,Primary,Hard Ban,Secondary,Hard Ban,Hard Ban
Cantrip,Druidcraft,Transmutation,1 Action,30 ft.,,"V, S",,Instantaneous,,,,Utility,,"Whispering to the spirits of nature, you create one of the following effects within range.

Weather Sensor. You create a Tiny, harmless sensory effect that predicts what the weather will be at your location for the next 24 hours. The effect might manifest as a golden orb for clear skies, a cloud for rain, falling snowflakes for snow, and so on. This effect persists for 1 round.

Bloom. You instantly make a flower blossom, a seed pod open, or a leaf bud bloom.

Sensory Effect. You create a harmless sensory effect, such as falling leaves, spectral dancing fairies, a gentle breeze, the sound of an animal, or the faint odor of skunk. The effect must fit in a 5-foot Cube .

Fire Play. You light or snuff out a candle, a torch, or a campfire.",https://www.dndbeyond.com/spells/2619158-druidcraft,Nature Interaction,Hard Ban,Hard Ban,Exclusive,Hard Ban,Hard Ban
Cantrip,Infestation,Conjuration,1 Action,30 ft.,,"V, S, M",,Instantaneous,,,CON Save,Poison,,"You cause a cloud of mites, fleas, and other parasites to appear momentarily on one creature you can see within range. The target must succeed on a Constitution saving throw, or it takes 1d6 poison damage and moves 5 feet in a random direction if it can move and its speed is at least 5 feet. Roll a d4 for the direction: 1, north; 2, south; 3, east; or 4, west. This movement doesn’t provoke opportunity attacks, and if the direction rolled is blocked, the target doesn’t move.

The spell’s damage increases by 1d6 when you reach 5th level (2d6), 11th level (3d6), and 17th level (4d6).",https://www.dndbeyond.com/spells/14878-infestation,Nature Interaction,Hard Ban,Hard Ban,Exclusive,Hard Ban,Hard Ban
