Level,Name,School,Casting Time,Range,Area,Components,Materials,Duration,Concentration,Ritual,Attack/Save,Damage/Effect,Source,Description,URL_absolute,Primary Effect Category,Arcane Status,Divine Status,Nature Status,Elemental Status,Psionics Status
5th,Cloudkill,Conjuration,1 Action,120 ft.,(20 ft. ),"V, S",,10 Minutes,,,CON Save,Poison,,"You create a 20-foot-radius Sphere of yellow-green fog centered on a point within range. The fog lasts for the duration or until strong wind (such as the one created by Gust of Wind ) disperses it, ending the spell. Its area is Heavily Obscured .

Each creature in the Sphere makes a Constitution saving throw, taking 5d8 Poison damage on a failed save or half as much damage on a successful one. A creature must also make this save when the Sphere moves into its space and when it enters the Sphere or ends its turn there. A creature makes this save only once per turn.

The Sphere moves 10 feet away from you at the start of each of your turns.

Using a Higher-Level Spell Slot. The damage increases by 1d8 for each spell slot level above 5.",https://www.dndbeyond.com/spells/2618976-cloudkill,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
5th,Cone of Cold,Evocation,1 Action,,(60 ft. ),"V, S, M",,Instantaneous,,,CON Save,Cold,,"You unleash a blast of cold air. Each creature in a 60-foot Cone originating from you makes a Constitution saving throw, taking 8d8 Cold damage on a failed save or half as much damage on a successful one. A creature killed by this spell becomes a frozen statue until it thaws.

Using a Higher-Level Spell Slot. The damage increases by 1d8 for each spell slot level above 5.",https://www.dndbeyond.com/spells/2619042-cone-of-cold,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
5th,Conjure Elemental,Conjuration,1 Action,60 ft.,,"V, S",,10 Minutes,,,,Cold (...),,"You conjure a Large, intangible spirit from the Elemental Planes that appears in an unoccupied space within range. Choose the spirit’s element, which determines its damage type: air (Lightning), earth (Thunder), fire (Fire), or water (Cold). The spirit lasts for the duration.

Whenever a creature you can see enters the spirit’s space or starts its turn within 5 feet of the spirit, you can force that creature to make a Dexterity saving throw if the spirit has no creature Restrained. On failed save, the target takes 8d8 damage of the spirit’s type, and the target has the Restrained condition until the spell ends. At the start of each of its turns, the Restrained target repeats the save. On a failed save, the target takes 4d8 damage of the spirit’s type. On a successful save, the target isn’t Restrained by the spirit.

Using a Higher-Level Spell Slot. The damage increases by 1d8 for each spell slot level above 5.",https://www.dndbeyond.com/spells/2619047-conjure-elemental,Summoning — Elemental,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
5th,Conjure Volley,Conjuration,1 Action,150 ft.,(40 ft. *),"V, S, M",,Instantaneous,,,DEX Save,Force,,"You brandish the weapon used to cast the spell and choose a point within range. Hundreds of similar spectral weapons (or ammunition appropriate to the weapon) fall in a volley and then disappear. Each creature of your choice that you can see in a 40-foot-radius, 20-foot-high Cylinder centered on that point makes a Dexterity saving throw. A creature takes 8d8 Force damage on a failed save or half as much damage on a successful one.",https://www.dndbeyond.com/spells/2619050-conjure-volley,Force Manipulation,Primary,Hard Ban,Hard Ban,Secondary,Primary
5th,Control Winds,Transmutation,1 Action,300 ft.,(100 ft. ),"V, S",,1 Hour,,,STR Save,Prone,,"You take control of the air in a 100-foot cube that you can see within range. Choose one of the following effects when you cast the spell. The effect lasts for the spell’s duration, unless you use your action on a later turn to switch to a different effect. You can also use your action to temporarily halt the effect or to restart one you’ve halted.

Gusts. A wind picks up within the cube, continually blowing in a horizontal direction you designate. You choose the intensity of the wind: calm, moderate, or strong. If the wind is moderate or strong, ranged weapon attacks that enter or leave the cube or pass through it have disadvantage on their attack rolls. If the wind is strong, any creature moving against the wind must spend 1 extra foot of movement for each foot moved.

Downdraft. You cause a sustained blast of strong wind to blow downward from the top of the cube. Ranged weapon attacks that pass through the cube or that are made against targets within it have disadvantage on their attack rolls. A creature must make a Strength saving throw if it flies into the cube for the first time on a turn or starts its turn there flying. On a failed save, the creature is knocked prone .

Updraft. You cause a sustained updraft within the cube, rising upward from the cube’s bottom side. Creatures that end a fall within the cube take only half damage from the fall. When a creature in the cube makes a vertical jump, the creature can jump up to 10 feet higher than normal.",https://www.dndbeyond.com/spells/2375-control-winds,Weather & Climate Control,Hard Ban,Hard Ban,Primary,Primary,Hard Ban
5th,Dawn,Evocation,1 Action,60 ft.,(30 ft. *),"V, S, M",,1 Minute,,,CON Save,Radiant,,"The light of dawn shines down on a location you specify within range. Until the spell ends, a 30-foot-radius, 40-foot-high cylinder of bright light glimmers there. This light is sunlight.

When the cylinder appears, each creature in it must make a Constitution saving throw, taking 4d10 radiant damage on a failed save, or half as much damage on a successful one. A creature must also make this saving throw whenever it ends its turn in the cylinder.

If you’re within 60 feet of the cylinder, you can move it up to 60 feet as a bonus action on your turn.",https://www.dndbeyond.com/spells/14831-dawn,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
5th,Destructive Wave,Evocation,1 Action,,(30 ft. ),V,,Instantaneous,,,CON Save,Thunder (...),,"Destructive energy ripples outward from you in a 30-foot Emanation . Each creature you choose in the Emanation makes a Constitution saving throw. On a failed save, a target takes 5d6 Thunder damage and 5d6 Radiant or Necrotic damage (your choice) and has the Prone condition. On a successful save, a target takes half as much damage only.",https://www.dndbeyond.com/spells/2619089-destructive-wave,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
5th,Enervation,Necromancy,1 Action,60 ft.,,"V, S",,1 Minute,,,DEX Save,Necrotic,,"A tendril of inky darkness reaches out from you, touching a creature you can see within range to drain life from it. The target must make a Dexterity saving throw. On a successful save, the target takes 2d8 necrotic damage, and the spell ends. On a failed save, the target takes 4d8 necrotic damage, and until the spell ends, you can use your action on each of your turns to automatically deal 4d8 necrotic damage to the target. The spell ends if you use your action to do anything else, if the target is ever outside the spell’s range, or if the target has total cover from you.

Whenever the spell deals damage to a target, you regain hit points equal to half the amount of necrotic damage the target takes.

At Higher Levels. When you cast this spell using a spell slot of 6th level or higher, the damage increases by 1d8 for each slot level above 5th.",https://www.dndbeyond.com/spells/14869-enervation,Healing & Restoration,Hard Ban,Primary,Hard Ban,Primary,Hard Ban
5th,Flame Strike,Evocation,1 Action,60 ft.,(10 ft. *),"V, S, M",,Instantaneous,,,DEX Save,Fire (...),,"A vertical column of brilliant fire roars down from above. Each creature in a 10-foot-radius, 40-foot-high Cylinder centered on a point within range makes a Dexterity saving throw, taking 5d6 Fire damage and 5d6 Radiant damage on a failed save or half as much damage on a successful one.

Using a Higher-Level Spell Slot. The Fire damage and the Radiant damage increase by 1d6 for each spell slot level above 5.",https://www.dndbeyond.com/spells/2618920-flame-strike,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
5th,Greater Restoration,Abjuration,1 Action,,,"V, S, M",,Instantaneous,,,,Exhaustion,,"You touch a creature and magically remove one of the following effects from it:

1 Exhaustion level

The Charmed or Petrified condition

A curse, including the target’s Attunement to a cursed magic item

Any reduction to one of the target’s ability scores

Any reduction to the target’s Hit Point maximum",https://www.dndbeyond.com/spells/2618961-greater-restoration,Healing & Restoration,Hard Ban,Primary,Hard Ban,Primary,Hard Ban
5th,Holy Weapon,Evocation,1 Bonus Action,,,"V, S",,1 Hour,,,CON Save,Radiant (...),,"You imbue a weapon you touch with holy power. Until the spell ends, the weapon emits bright light in a 30-foot radius and dim light for an additional 30 feet. In addition, weapon attacks made with it deal an extra 2d8 radiant damage on a hit. If the weapon isn’t already a magic weapon, it becomes one for the duration.

As a bonus action on your turn, you can dismiss this spell and cause the weapon to emit a burst of radiance. Each creature of your choice that you can see within 30 feet of the weapon must make a Constitution saving throw. On a failed save, a creature takes 4d8 radiant damage, and it is blinded for 1 minute. On a successful save, a creature takes half as much damage and isn’t blinded . At the end of each of its turns, a blinded creature can make a Constitution saving throw, ending the effect on itself on a success.",https://www.dndbeyond.com/spells/14874-holy-weapon,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
5th,Immolation,Evocation,1 Action,90 ft.,,V,,1 Minute,,,DEX Save,Fire (...),,"Flames wreathe one creature you can see within range. The target must make a Dexterity saving throw. It takes 8d6 fire damage on a failed save, or half as much damage on a successful one. On a failed save, the target also burns for the spell’s duration. The burning target sheds bright light in a 30-foot radius and dim light for an additional 30 feet. At the end of each of its turns, the target repeats the saving throw. It takes 4d6 fire damage on a failed save, and the spell ends on a successful one. These magical flames can’t be extinguished by nonmagical means.

If damage from this spell kills a target, the target is turned to ash.",https://www.dndbeyond.com/spells/2385-immolation,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
5th,Jallarzi's Storm of Radiance,Evocation,1 Action,120 ft.,(10 ft. *),"V, S, M",,1 Minute,,,CON Save,Radiant (...),,"You unleash a storm of flashing light and raging thunder in a 10-foot-radius, 40-foot-high Cylinder centered on a point you can see within range. While in this area, creatures have the Blinded and Deafened conditions, and they can’t cast spells with a Verbal component.

When the storm appears, each creature in it makes a Constitution saving throw, taking 2d10 Radiant damage and 2d10 Thunder damage on a failed save or half as much damage on a successful one. A creature also makes this save when it enters the spell’s area for the first time on a turn or ends its turn there. A creature makes this save only once per turn.

Using a Higher-Level Spell Slot. The Radiant and Thunder damage increase by 1d10 for each spell slot level above 5.",https://www.dndbeyond.com/spells/2618836-jallarzis-storm-of-radiance,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
5th,Maelstrom,Evocation,1 Action,120 ft.,,"V, S, M",,1 Minute,,,STR Save,Bludgeoning,,"A swirling mass of 5-foot-deep water appears in a 30-foot radius centered on a point you can see within range. The point must be on the ground or in a body of water. Until the spell ends, that area is difficult terrain, and any creature that starts its turn there must succeed on a Strength saving throw or take 6d6 bludgeoning damage and be pulled 10 feet toward the center.",https://www.dndbeyond.com/spells/2390-maelstrom,Terrain Manipulation,Hard Ban,Hard Ban,Primary,Primary,Hard Ban
5th,Mass Cure Wounds,Abjuration,1 Action,60 ft.,(30 ft. ),"V, S",,Instantaneous,,,,Healing,,"A wave of healing energy washes out from a point you can see within range. Choose up to six creatures in a 30-foot-radius Sphere centered on that point. Each target regains Hit Points equal to 5d8 plus your spellcasting ability modifier.

Using a Higher-Level Spell Slot. The healing increases by 1d8 for each spell slot level above 5.",https://www.dndbeyond.com/spells/2619026-mass-cure-wounds,Healing & Restoration,Hard Ban,Primary,Hard Ban,Primary,Hard Ban
5th,Passwall,Transmutation,1 Action,30 ft.,,"V, S, M",,1 Hour,,,,Control,,"A passage appears at a point that you can see on a wooden, plaster, or stone surface (such as a wall, ceiling, or floor) within range and lasts for the duration. You choose the opening’s dimensions: up to 5 feet wide, 8 feet tall, and 20 feet deep. The passage creates no instability in a structure surrounding it.

When the opening disappears, any creatures or objects still in the passage created by the spell are safely ejected to an unoccupied space nearest to the surface on which you cast the spell.",https://www.dndbeyond.com/spells/2618852-passwall,Object & Structure Manipulation,Hard Ban,Hard Ban,Hard Ban,Secondary,Hard Ban
5th,Telekinesis,Transmutation,1 Action,60 ft.,,"V, S",,10 Minutes,,,,Control (...),,"You gain the ability to move or manipulate creatures or objects by thought. When you cast the spell and as a Magic action on your later turns before the spell ends, you can exert your will on one creature or object that you can see within range, causing the appropriate effect below. You can affect the same target round after round or choose a new one at any time. If you switch targets, the prior target is no longer affected by the spell.

Creature. You can try to move a Huge or smaller creature. The target must succeed on a Strength saving throw, or you move it up to 30 feet in any direction within the spell’s range. Until the end of your next turn, the creature has the Restrained condition, and if you lift it into the air, it is suspended there. It falls at the end of your next turn unless you use this option on it again and it fails the save.

Object. You can try to move a Huge or smaller object. If the object isn’t being worn or carried, you automatically move it up to 30 feet in any direction within the spell’s range.

If the object is worn or carried by a creature, that creature must succeed on a Strength saving throw, or you pull the object away and move it up to 30 feet in any direction within the spell’s range.

You can exert fine control on objects with your telekinetic grip, such as manipulating a simple tool, opening a door or a container, stowing or retrieving an item from an open container, or pouring the contents from a vial.",https://www.dndbeyond.com/spells/2619157-telekinesis,Force Manipulation,Primary,Hard Ban,Hard Ban,Secondary,Primary
5th,Transmute Rock,Transmutation,1 Action,120 ft.,(40 ft. *),"V, S, M",,Until Dispelled,,,DEX Save,Bludgeoning,,"You choose an area of stone or mud that you can see that fits within a 40-foot cube and is within range, and choose one of the following effects.

Transmute Rock to Mud. Nonmagical rock of any sort in the area becomes an equal volume of thick, flowing mud that remains for the spell’s duration.

The ground in the spell’s area becomes muddy enough that creatures can sink into it. Each foot that a creature moves through the mud costs 4 feet of movement, and any creature on the ground when you cast the spell must make a Strength saving throw. A creature must also make the saving throw when it moves into the area for the first time on a turn or ends its turn there. On a failed save, a creature sinks into the mud and is restrained , though it can use an action to end the restrained condition on itself by pulling itself free of the mud.

If you cast the spell on a ceiling, the mud falls. Any creature under the mud when it falls must make a Dexterity saving throw. A creature takes 4d8 bludgeoning damage on a failed save, or half as much damage on a successful one.

Transmute Mud to Rock. Nonmagical mud or quicksand in the area no more than 10 feet deep transforms into soft stone for the spell’s duration. Any creature in the mud when it transforms must make a Dexterity saving throw. On a successful save, a creature is shunted safely to the surface in an unoccupied space. On a failed save, a creature becomes restrained by the rock. A restrained creature, or another creature within reach, can use an action to try to break the rock by succeeding on a DC 20 Strength check or by dealing damage to it. The rock has AC 15 and 25 hit points, and it is immune to poison and psychic damage.",https://www.dndbeyond.com/spells/2403-transmute-rock,Terrain Manipulation,Hard Ban,Hard Ban,Primary,Primary,Hard Ban
5th,Wall of Force,Evocation,1 Action,120 ft.,,"V, S, M",,10 Minutes,,,,Control (...),,"An Invisible wall of force springs into existence at a point you choose within range. The wall appears in any orientation you choose, as a horizontal or vertical barrier or at an angle. It can be free floating or resting on a solid surface. You can form it into a hemispherical dome or a globe with a radius of up to 10 feet, or you can shape a flat surface made up of ten 10-foot-by-10-foot panels. Each panel must be contiguous with another panel. In any form, the wall is 1/4 inch thick and lasts for the duration. If the wall cuts through a creature’s space when it appears, the creature is pushed to one side of the wall (you choose which side).

Nothing can physically pass through the wall. It is immune to all damage and can’t be dispelled by Dispel Magic . A Disintegrate spell destroys the wall instantly, however. The wall also extends into the Ethereal Plane and blocks ethereal travel through the wall.",https://www.dndbeyond.com/spells/2619194-wall-of-force,Force Manipulation,Primary,Hard Ban,Hard Ban,Secondary,Primary
5th,Wall of Light,Evocation,1 Action,120 ft.,,"V, S, M",,10 Minutes,,,CON Save,Radiant,,"A shimmering wall of bright light appears at a point you choose within range. The wall appears in any orientation you choose: horizontally, vertically, or diagonally. It can be free floating, or it can rest on a solid surface. The wall can be up to 60 feet long, 10 feet high, and 5 feet thick. The wall blocks line of sight, but creatures and objects can pass through it. It emits bright light out to 120 feet and dim light for an additional 120 feet.

When the wall appears, each creature in its area must make a Constitution saving throw. On a failed save, a creature takes 4d8 radiant damage, and it is blinded for 1 minute. On a successful save, it takes half as much damage and isn’t blinded . A blinded creature can make a Constitution saving throw at the end of each of its turns, ending the effect on itself on a success.

A creature that ends its turn in the wall’s area takes 4d8 radiant damage.

Until the spell ends, you can use an action to launch a beam of radiance from the wall at one creature you can see within 60 feet of it. Make a ranged spell attack. On a hit, the target takes 4d8 radiant damage. Whether you hit or miss, reduce the length of the wall by 10 feet. If the wall’s length drops to 0 feet, the spell ends.

At Higher Levels. When you cast this spell using a spell slot of 6th level or higher, the damage increases by 1d8 for each slot level above 5th.",https://www.dndbeyond.com/spells/14616-wall-of-light,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
5th,Wall of Stone,Evocation,1 Action,120 ft.,,"V, S, M",,10 Minutes,,,,Control,,"A nonmagical wall of solid stone springs into existence at a point you choose within range. The wall is 6 inches thick and is composed of ten 10-foot-by-10-foot panels. Each panel must be contiguous with another panel. Alternatively, you can create 10-foot-by-20-foot panels that are only 3 inches thick.

If the wall cuts through a creature’s space when it appears, the creature is pushed to one side of the wall (you choose which side). If a creature would be surrounded on all sides by the wall (or the wall and another solid surface), that creature can make a Dexterity saving throw. On a success, it can use its Reaction to move up to its Speed so that it is no longer enclosed by the wall.

The wall can have any shape you desire, though it can’t occupy the same space as a creature or object. The wall doesn’t need to be vertical or rest on a firm foundation. It must, however, merge with and be solidly supported by existing stone. Thus, you can use this spell to bridge a chasm or create a ramp.

If you create a span greater than 20 feet in length, you must halve the size of each panel to create supports. You can crudely shape the wall to create battlements and the like.

The wall is an object made of stone that can be damaged and thus breached. Each panel has AC 15 and 30 Hit Points per inch of thickness, and it has Immunity to Poison and Psychic damage. Reducing a panel to 0 Hit Points destroys it and might cause connected panels to collapse at the DM’s discretion.

If you maintain your Concentration on this spell for its full duration, the wall becomes permanent and can’t be dispelled. Otherwise, the wall disappears when the spell ends.",https://www.dndbeyond.com/spells/2619200-wall-of-stone,Terrain Manipulation,Hard Ban,Hard Ban,Primary,Primary,Hard Ban
6th,Blade Barrier,Evocation,1 Action,90 ft.,,"V, S",,10 Minutes,,,DEX Save,Force,,"You create a wall of whirling blades made of magical energy. The wall appears within range and lasts for the duration. You make a straight wall up to 100 feet long, 20 feet high, and 5 feet thick, or a ringed wall up to 60 feet in diameter, 20 feet high, and 5 feet thick. The wall provides Three-Quarters Cover , and its space is Difficult Terrain .

Any creature in the wall’s space makes a Dexterity saving throw, taking 6d10 Force damage on a failed save or half as much damage on a successful one. A creature also makes that save if it enters the wall’s space or ends it turn there. A creature makes that save only once per turn.",https://www.dndbeyond.com/spells/2618929-blade-barrier,Terrain Manipulation,Hard Ban,Hard Ban,Primary,Primary,Hard Ban
6th,Bones of the Earth,Transmutation,1 Action,120 ft.,(5 ft. *),"V, S",,Instantaneous,,,DEX Save,Bludgeoning,,"You cause up to six pillars of stone to burst from places on the ground that you can see within range. Each pillar is a cylinder that has a diameter of 5 feet and a height of up to 30 feet. The ground where a pillar appears must be wide enough for its diameter, and you can target the ground under a creature if that creature is Medium or smaller. Each pillar has AC 5 and 30 hit points. When reduced to 0 hit points, a pillar crumbles into rubble, which creates an area of difficult terrain with a 10-foot radius that lasts until the rubble is cleared. Each 5-foot-diameter portion of the area requires at least 1 minute to clear by hand.

If a pillar is created under a creature, that creature must succeed on a Dexterity saving throw or be lifted by the pillar. A creature can choose to fail the save.

If a pillar is prevented from reaching its full height because of a ceiling or other obstacle, a creature on the pillar takes 6d6 bludgeoning damage and is restrained , pinched between the pillar and the obstacle. The restrained creature can use an action to make a Strength or Dexterity check (the creature’s choice) against the spell’s save DC. On a success, the creature is no longer restrained and must either move off the pillar or fall off it.

At Higher Levels. When you cast this spell using a spell slot of 7th level or higher, you can create two additional pillars for each slot level above 6th.",https://www.dndbeyond.com/spells/2371-bones-of-the-earth,Terrain Manipulation,Hard Ban,Hard Ban,Primary,Primary,Hard Ban
6th,Chain Lightning,Evocation,1 Action,150 ft.,,"V, S, M",,Instantaneous,,,DEX Save,Lightning,,"You launch a lightning bolt toward a target you can see within range. Three bolts then leap from that target to as many as three other targets of your choice, each of which must be within 30 feet of the first target. A target can be a creature or an object and can be targeted by only one of the bolts.

Each target makes a Dexterity saving throw, taking 10d8 Lightning damage on a failed save or half as much damage on a successful one.

Using a Higher-Level Spell Slot. One additional bolt leaps from the first target to another target for each spell slot level above 6.",https://www.dndbeyond.com/spells/2618960-chain-lightning,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
6th,Circle of Death,Necromancy,1 Action,150 ft.,(60 ft. ),"V, S, M",,Instantaneous,,,CON Save,Necrotic,,"Negative energy ripples out in a 60-foot-radius Sphere from a point you choose within range. Each creature in that area makes a Constitution saving throw, taking 8d8 Necrotic damage on a failed save or half as much damage on a successful one.

Using a Higher-Level Spell Slot. The damage increases by 2d8 for each spell slot level above 6.",https://www.dndbeyond.com/spells/2618969-circle-of-death,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
6th,Disintegrate,Transmutation,1 Action,60 ft.,,"V, S, M",,Instantaneous,,,DEX Save,Force,,"You launch a green ray at a target you can see within range. The target can be a creature, a nonmagical object, or a creation of magical force, such as the wall created by Wall of Force .

A creature targeted by this spell makes a Dexterity saving throw. On a failed save, the target takes 10d6 + 40 Force damage. If this damage reduces it to 0 Hit Points, it and everything nonmagical it is wearing and carrying are disintegrated into gray dust. The target can be revived only by a True Resurrection or a Wish spell.

This spell automatically disintegrates a Large or smaller nonmagical object or a creation of magical force. If such a target is Huge or larger, this spell disintegrates a 10-foot- Cube portion of it.

Using a Higher-Level Spell Slot. The damage increases by 3d6 for each spell slot level above 6.",https://www.dndbeyond.com/spells/2619094-disintegrate,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
6th,Harm,Necromancy,1 Action,60 ft.,,"V, S",,Instantaneous,,,CON Save,Necrotic,,"You unleash virulent magic on a creature you can see within range. The target makes a Constitution saving throw. On a failed save, it takes 14d6 Necrotic damage, and its Hit Point maximum is reduced by an amount equal to the Necrotic damage it took. On a successful save, it takes half as much damage only. This spell can’t reduce a target’s Hit Point maximum below 1.",https://www.dndbeyond.com/spells/2618977-harm,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
6th,Heal,Abjuration,1 Action,60 ft.,,"V, S",,Instantaneous,,,,Blinded (...),,"Choose a creature that you can see within range. Positive energy washes through the target, restoring 70 Hit Points. This spell also ends the Blinded , Deafened , and Poisoned conditions on the target.

Using a Higher-Level Spell Slot. The healing increases by 10 for each spell slot level above 6.",https://www.dndbeyond.com/spells/2618979-heal,Healing & Restoration,Hard Ban,Primary,Hard Ban,Primary,Hard Ban
6th,Investiture of Flame,Transmutation,1 Action,,,"V, S",,10 Minutes,,,DEX Save,Fire (...),,"Flames race across your body, shedding bright light in a 30-foot radius and dim light for an additional 30 feet for the spell’s duration. The flames don’t harm you. Until the spell ends, you gain the following benefits:

You are immune to fire damage and have resistance to cold damage.

You are immune to fire damage and have resistance to cold damage.

Any creature that moves within 5 feet of you for the first time on a turn or ends its turn there takes 1d10 fire damage.

Any creature that moves within 5 feet of you for the first time on a turn or ends its turn there takes 1d10 fire damage.

You can use your action to create a line of fire 15 feet long and 5 feet wide extending from you in a direction you choose. Each creature in the line must make a Dexterity saving throw. A creature takes 4d8 fire damage on a failed save, or half as much damage on a successful one.

You can use your action to create a line of fire 15 feet long and 5 feet wide extending from you in a direction you choose. Each creature in the line must make a Dexterity saving throw. A creature takes 4d8 fire damage on a failed save, or half as much damage on a successful one.",https://www.dndbeyond.com/spells/2386-investiture-of-flame,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
6th,Investiture of Ice,Transmutation,1 Action,,(15 ft. *),"V, S",,10 Minutes,,,CON Save,Cold,,"Until the spell ends, ice rimes your body, and you gain the following benefits:

You are immune to cold damage and have resistance to fire damage.

You are immune to cold damage and have resistance to fire damage.

You can move across difficult terrain created by ice or snow without spending extra movement.

You can move across difficult terrain created by ice or snow without spending extra movement.

The ground in a 10-foot radius around you is icy and is difficult terrain for creatures other than you. The radius moves with you.

The ground in a 10-foot radius around you is icy and is difficult terrain for creatures other than you. The radius moves with you.

You can use your action to create a 15-foot cone of freezing wind extending from your outstretched hand in a direction you choose. Each creature in the cone must make a Constitution saving throw. A creature takes 4d6 cold damage on a failed save, or half as much damage on a successful one. A creature that fails its save against this effect has its speed halved until the start of your next turn.

You can use your action to create a 15-foot cone of freezing wind extending from your outstretched hand in a direction you choose. Each creature in the cone must make a Constitution saving throw. A creature takes 4d6 cold damage on a failed save, or half as much damage on a successful one. A creature that fails its save against this effect has its speed halved until the start of your next turn.",https://www.dndbeyond.com/spells/2387-investiture-of-ice,Elemental Blasts,Hard Ban,Hard Ban,Hard Ban,Exclusive,Hard Ban
6th,Investiture of Stone,Transmutation,1 Action,,,"V, S",,10 Minutes,,,DEX Save,Prone,,"Until the spell ends, bits of rock spread across your body, and you gain the following benefits:

You have resistance to bludgeoning, piercing, and slashing damage from nonmagical attacks.

You have resistance to bludgeoning, piercing, and slashing damage from nonmagical attacks.

You can use your action to create a small earthquake on the ground in a 15-foot radius centered on you. Other creatures on that ground must succeed on a Dexterity saving throw or be knocked prone .

You can use your action to create a small earthquake on the ground in a 15-foot radius centered on you. Other creatures on that ground must succeed on a Dexterity saving throw or be knocked prone .

You can move across difficult terrain made of earth or stone without spending extra movement. You can move through solid earth or stone as if it was air and without destabilizing it, but you can’t end your movement there. If you do so, you are ejected to the nearest unoccupied space, this spell ends, and you are stunned until the end of your next turn.

You can move across difficult terrain made of earth or stone without spending extra movement. You can move through solid earth or stone as if it was air and without destabilizing it, but you can’t end your movement there. If you do so, you are ejected to the nearest unoccupied space, this spell ends, and you are stunned until the end of your next turn.",https://www.dndbeyond.com/spells/2388-investiture-of-stone,Terrain Manipulation,Hard Ban,Hard Ban,Primary,Primary,Hard Ban
6th,Investiture of Wind,Transmutation,1 Action,,(15 ft. *),"V, S",,10 Minutes,,,CON Save,Bludgeoning,,"Until the spell ends, wind whirls around you, and you gain the following benefits:

Ranged weapon attacks made against you have disadvantage on the attack roll.

Ranged weapon attacks made against you have disadvantage on the attack roll.

You gain a flying speed of 60 feet. If you are still flying when the spell ends, you fall, unless you can somehow prevent it.

You gain a flying speed of 60 feet. If you are still flying when the spell ends, you fall, unless you can somehow prevent it.

You can use your action to create a 15-foot cube of swirling wind centered on a point you can see within 60 feet of you. Each creature in that area must make a Constitution saving throw. A creature takes 2d10 bludgeoning damage on a failed save, or half as much damage on a successful one. If a Large or smaller creature fails the save, that creature is also pushed up to 10 feet away from the center of the cube.

You can use your action to create a 15-foot cube of swirling wind centered on a point you can see within 60 feet of you. Each creature in that area must make a Constitution saving throw. A creature takes 2d10 bludgeoning damage on a failed save, or half as much damage on a successful one. If a Large or smaller creature fails the save, that creature is also pushed up to 10 feet away from the center of the cube.",https://www.dndbeyond.com/spells/2389-investiture-of-wind,Weather & Climate Control,Hard Ban,Hard Ban,Primary,Primary,Hard Ban
6th,Move Earth,Transmutation,1 Action,120 ft.,,"V, S, M",,2 Hours,,,,Control,,"Choose an area of terrain no larger than 40 feet on a side within range. You can reshape dirt, sand, or clay in the area in any manner you choose for the duration. You can raise or lower the area’s elevation, create or fill in a trench, erect or flatten a wall, or form a pillar. The extent of any such changes can’t exceed half the area’s largest dimension. For example, if you affect a 40-foot square, you can create a pillar up to 20 feet high, raise or lower the square’s elevation by up to 20 feet, dig a trench up to 20 feet deep, and so on. It takes 10 minutes for these changes to complete. Because the terrain’s transformation occurs slowly, creatures in the area can’t usually be trapped or injured by the ground’s movement.

At the end of every 10 minutes you spend concentrating on the spell, you can choose a new area of terrain to affect within range.

This spell can’t manipulate natural stone or stone construction. Rocks and structures shift to accommodate the new terrain. If the way you shape the terrain would make a structure unstable, it might collapse.

Similarly, this spell doesn’t directly affect plant growth. The moved earth carries any plants along with it.",https://www.dndbeyond.com/spells/2619120-move-earth,Terrain Manipulation,Hard Ban,Hard Ban,Primary,Primary,Hard Ban
